Tested Domain	Other Domain	Gene Symbol	FDR	logFC	p	t statistic	Ensembl Gene ID
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CD63	0.978	-0.005	0.954	-0.058	ENSG00000135404
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GDF11	0.981	-0.009	0.959	-0.051	ENSG00000135414
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SARNP	0.073	-0.396	0.012	-2.522	ENSG00000205323
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RAB5B	0.845	0.038	0.738	0.335	ENSG00000111540
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RPS26	0.434	-0.099	0.225	-1.213	ENSG00000197728
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ERBB3	0.007	0.627	0	3.53	ENSG00000065361
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PA2G4	0.948	0.02	0.898	0.128	ENSG00000170515
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RPL41	0.532	-0.058	0.327	-0.981	ENSG00000229117
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ESYT1	0.091	-0.46	0.017	-2.391	ENSG00000139641
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MYL6B	0.063	-0.322	0.01	-2.596	ENSG00000196465
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MYL6	0.213	-0.097	0.067	-1.835	ENSG00000092841
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SMARCC2	0.88	-0.044	0.785	-0.273	ENSG00000139613
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RNF41	0.34	-0.226	0.15	-1.441	ENSG00000181852
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NABP2	0.522	-0.184	0.315	-1.006	ENSG00000139579
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ANKRD52	0.671	0.13	0.484	0.701	ENSG00000139645
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CS	0.529	-0.151	0.322	-0.99	ENSG00000062485
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CNPY2	0.175	-0.3	0.048	-1.978	ENSG00000257727
ACHE_SERT_LC_WM	ACHE_SERT_Npep	STAT2	0.948	-0.021	0.901	-0.125	ENSG00000170581
ACHE_SERT_LC_WM	ACHE_SERT_Npep	BAZ2A	0.259	0.303	0.094	1.678	ENSG00000076108
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ATP5F1B	0	-0.283	0	-5.218	ENSG00000110955
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PTGES3	0.127	-0.16	0.029	-2.189	ENSG00000110958
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NACA	0.506	-0.063	0.297	-1.043	ENSG00000196531
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LRP1	0.481	0.131	0.273	1.098	ENSG00000123384
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NXPH4	0.195	-0.385	0.057	-1.904	ENSG00000182379
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NDUFA4L2	0.563	0.181	0.364	0.909	ENSG00000185633
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MARS	0.052	-0.521	0.007	-2.684	ENSG00000166986
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DDIT3	0.064	-0.485	0.01	-2.583	ENSG00000175197
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DCTN2	0.047	-0.341	0.006	-2.731	ENSG00000175203
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KIF5A	0.022	-0.346	0.002	-3.086	ENSG00000155980
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DTX3	0.462	-0.199	0.254	-1.141	ENSG00000178498
ACHE_SERT_LC_WM	ACHE_SERT_Npep	B4GALNT1	0.679	-0.129	0.495	-0.683	ENSG00000135454
ACHE_SERT_LC_WM	ACHE_SERT_Npep	OS9	0.379	-0.173	0.18	-1.341	ENSG00000135506
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CTDSP2	0.103	0.42	0.021	2.321	ENSG00000175215
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MON2	0.363	-0.266	0.168	-1.379	ENSG00000061987
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PPM1H	0.285	-0.325	0.11	-1.598	ENSG00000111110
ACHE_SERT_LC_WM	ACHE_SERT_Npep	XPOT	0.398	-0.206	0.195	-1.299	ENSG00000184575
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GNS	0.7	-0.115	0.523	-0.639	ENSG00000135677
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LLPH	0.523	-0.183	0.316	-1.003	ENSG00000139233
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMBIM4	0.556	-0.148	0.352	-0.931	ENSG00000155957
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CAND1	0.721	-0.075	0.556	-0.59	ENSG00000111530
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RAP1B	0.662	0.109	0.471	0.721	ENSG00000127314
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SLC35E3	0.256	0.331	0.091	1.693	ENSG00000175782
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MDM2	0.779	0.085	0.633	0.478	ENSG00000135679
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CPSF6	0.884	-0.047	0.793	-0.263	ENSG00000111605
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CCT2	0.154	-0.286	0.039	-2.072	ENSG00000166226
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RAB3IP	0.281	0.286	0.107	1.612	ENSG00000127328
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KCNMB4	0.112	-0.469	0.024	-2.268	ENSG00000135643
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMEM19	0.53	0.188	0.324	0.987	ENSG00000139291
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RAB21	0.699	-0.081	0.522	-0.64	ENSG00000080371
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TBC1D15	0.277	-0.287	0.105	-1.624	ENSG00000121749
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ATXN7L3B	0.213	-0.204	0.067	-1.833	ENSG00000253719
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KCNC2	0.029	-0.58	0.003	-2.958	ENSG00000166006
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KRR1	0.671	0.13	0.484	0.7	ENSG00000111615
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PHLDA1	0.832	-0.068	0.716	-0.364	ENSG00000139289
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NAP1L1	0	0.376	0	4.786	ENSG00000187109
ACHE_SERT_LC_WM	ACHE_SERT_Npep	OSBPL8	0.717	0.104	0.549	0.599	ENSG00000091039
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ZDHHC17	0.211	-0.332	0.066	-1.839	ENSG00000186908
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SYT1	0.953	0.009	0.909	0.114	ENSG00000067715
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PPP1R12A	0.047	0.402	0.006	2.737	ENSG00000058272
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PPFIA2	0.488	-0.185	0.28	-1.081	ENSG00000139220
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMTC2	0.337	-0.28	0.147	-1.452	ENSG00000179104
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SLC6A15	0.188	-0.35	0.054	-1.928	ENSG00000072041
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CEP290	0.415	0.233	0.209	1.257	ENSG00000198707
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ATP2B1	0.558	0.137	0.356	0.924	ENSG00000070961
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DCN	0.908	-0.038	0.835	-0.208	ENSG00000011465
ACHE_SERT_LC_WM	ACHE_SERT_Npep	BTG1	0.228	-0.316	0.075	-1.782	ENSG00000133639
ACHE_SERT_LC_WM	ACHE_SERT_Npep	EEA1	0.941	0.024	0.887	0.143	ENSG00000102189
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NUDT4	0.777	0.086	0.631	0.481	ENSG00000173598
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UBE2N	0.057	-0.321	0.008	-2.643	ENSG00000177889
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MRPL42	0.498	-0.173	0.29	-1.06	ENSG00000198015
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMCC3	0.977	-0.012	0.951	-0.061	ENSG00000057704
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NDUFA12	0.003	-0.532	0	-3.805	ENSG00000184752
ACHE_SERT_LC_WM	ACHE_SERT_Npep	VEZT	0.983	-0.008	0.966	-0.043	ENSG00000028203
ACHE_SERT_LC_WM	ACHE_SERT_Npep	METAP2	0.066	0.323	0.01	2.57	ENSG00000111142
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SNRPF	0.371	-0.23	0.175	-1.358	ENSG00000139343
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CDK17	0.446	-0.209	0.237	-1.183	ENSG00000059758
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SLC25A3	0.005	-0.265	0	-3.665	ENSG00000075415
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ANKS1B	0.521	0.114	0.314	1.008	ENSG00000185046
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ACTR6	0.137	-0.394	0.033	-2.138	ENSG00000075089
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ARL1	0.182	-0.276	0.052	-1.948	ENSG00000120805
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MYBPC1	0.111	0.375	0.023	2.28	ENSG00000196091
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CHPT1	0.906	-0.038	0.831	-0.214	ENSG00000111666
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GNPTAB	0.897	-0.043	0.815	-0.234	ENSG00000111670
ACHE_SERT_LC_WM	ACHE_SERT_Npep	WASHC3	0.011	-0.59	0.001	-3.363	ENSG00000120860
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HSP90B1	0.99	0.002	0.978	0.027	ENSG00000166598
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NFYB	0.924	0.034	0.859	0.177	ENSG00000120837
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TXNRD1	0.523	-0.164	0.316	-1.003	ENSG00000198431
ACHE_SERT_LC_WM	ACHE_SERT_Npep	WASHC4	0.629	0.147	0.436	0.78	ENSG00000136051
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CKAP4	0.948	0.023	0.899	0.126	ENSG00000136026
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMEM263	0.115	-0.445	0.025	-2.254	ENSG00000151135
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ISCU	0	-0.528	0	-4.466	ENSG00000136003
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CORO1C	0.236	-0.333	0.08	-1.753	ENSG00000110880
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SVOP	0.26	-0.331	0.095	-1.674	ENSG00000166111
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KCTD10	0.55	-0.165	0.345	-0.946	ENSG00000110906
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MMAB	0.801	0.074	0.668	0.43	ENSG00000139428
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MVK	0.709	-0.115	0.539	-0.614	ENSG00000110921
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FAM222A	0.837	-0.068	0.726	-0.35	ENSG00000139438
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GLTP	0.008	0.537	0.001	3.452	ENSG00000139433
ACHE_SERT_LC_WM	ACHE_SERT_Npep	C12orf76	0.578	-0.128	0.378	-0.882	ENSG00000174456
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ATP2A2	0.317	-0.16	0.131	-1.512	ENSG00000174437
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ARPC3	0.037	-0.37	0.005	-2.846	ENSG00000111229
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FAM216A	0.049	-0.502	0.007	-2.709	ENSG00000204856
ACHE_SERT_LC_WM	ACHE_SERT_Npep	VPS29	0.06	-0.415	0.009	-2.618	ENSG00000111237
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PPP1CC	0.904	-0.031	0.826	-0.219	ENSG00000186298
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ATXN2	0.818	0.059	0.693	0.394	ENSG00000204842
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ALDH2	0.906	0.023	0.832	0.213	ENSG00000111275
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ERP29	0.167	-0.263	0.044	-2.014	ENSG00000089248
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HECTD4	0.514	-0.167	0.306	-1.025	ENSG00000173064
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RPL6	0.558	-0.062	0.355	-0.925	ENSG00000089009
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PTPN11	0.764	0.055	0.612	0.507	ENSG00000179295
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RPH3A	0.271	-0.305	0.101	-1.641	ENSG00000089169
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TPCN1	0.296	0.28	0.117	1.568	ENSG00000186815
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PLBD2	0.371	-0.213	0.174	-1.361	ENSG00000151176
ACHE_SERT_LC_WM	ACHE_SERT_Npep	C12orf49	0.922	-0.032	0.855	-0.183	ENSG00000111412
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FBXO21	0.947	-0.016	0.895	-0.132	ENSG00000135108
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NOS1	0.368	-0.296	0.172	-1.368	ENSG00000089250
ACHE_SERT_LC_WM	ACHE_SERT_Npep	WSB2	0.473	-0.117	0.265	-1.114	ENSG00000176871
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PEBP1	0.028	-0.113	0.003	-2.974	ENSG00000089220
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TAOK3	0.628	0.122	0.434	0.783	ENSG00000135090
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HSPB8	0.483	-0.164	0.274	-1.094	ENSG00000152137
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CIT	0.396	-0.245	0.193	-1.303	ENSG00000122966
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RPLP0	0.593	0.065	0.393	0.854	ENSG00000089157
ACHE_SERT_LC_WM	ACHE_SERT_Npep	COX6A1	0.02	-0.208	0.002	-3.118	ENSG00000111775
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SRSF9	0.599	-0.12	0.401	-0.84	ENSG00000111786
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DYNLL1	0	-0.338	0	-5.547	ENSG00000088986
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RNF10	0.607	-0.131	0.409	-0.826	ENSG00000022840
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MLEC	0.905	-0.031	0.829	-0.216	ENSG00000110917
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SPPL3	0.709	-0.089	0.537	-0.618	ENSG00000157837
ACHE_SERT_LC_WM	ACHE_SERT_Npep	P2RX7	0.529	0.203	0.322	0.991	ENSG00000089041
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ANAPC5	0.712	-0.104	0.543	-0.608	ENSG00000089053
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CLIP1	0.594	0.134	0.394	0.853	ENSG00000130779
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RSRC2	0.654	-0.11	0.463	-0.735	ENSG00000111011
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DENR	0.464	-0.179	0.257	-1.136	ENSG00000139726
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HIP1R	0.544	0.136	0.339	0.957	ENSG00000130787
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ARL6IP4	0.527	-0.098	0.32	-0.995	ENSG00000182196
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CDK2AP1	0.517	0.082	0.309	1.018	ENSG00000111328
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SBNO1	0.327	0.239	0.138	1.485	ENSG00000139697
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMED2	0.298	-0.194	0.118	-1.564	ENSG00000086598
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CCDC92	0.997	0.001	0.995	0.006	ENSG00000119242
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ZNF664	0.398	0.187	0.195	1.298	ENSG00000179195
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NCOR2	0.555	0.145	0.351	0.934	ENSG00000196498
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SCARB1	0.896	0.045	0.811	0.239	ENSG00000073060
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UBC	0	-0.186	0	-4.433	ENSG00000150991
ACHE_SERT_LC_WM	ACHE_SERT_Npep	BRI3BP	0.351	-0.245	0.158	-1.412	ENSG00000184992
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RIMBP2	0.623	-0.159	0.427	-0.795	ENSG00000060709
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RAN	0	-0.358	0	-4.507	ENSG00000132341
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GOLGA3	0.997	0.001	0.995	0.007	ENSG00000090615
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MPHOSPH8	0.011	0.331	0.001	3.341	ENSG00000196199
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ZMYM2	0.983	-0.008	0.964	-0.045	ENSG00000121741
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GJB6	0.536	0.199	0.331	0.972	ENSG00000121742
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CRYL1	0.437	-0.195	0.23	-1.202	ENSG00000165475
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AL161772.1	0.657	-0.121	0.466	-0.729	ENSG00000278291
ACHE_SERT_LC_WM	ACHE_SERT_Npep	IL17D	0.999	0	0.999	0.001	ENSG00000172458
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SAP18	0.164	-0.163	0.043	-2.026	ENSG00000150459
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MRPL57	0.09	-0.366	0.017	-2.399	ENSG00000173141
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ZDHHC20	0.738	-0.079	0.578	-0.557	ENSG00000180776
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MICU2	0.143	-0.377	0.035	-2.114	ENSG00000165487
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SACS	0.78	-0.092	0.637	-0.472	ENSG00000151835
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AMER2	0.533	0.138	0.329	0.977	ENSG00000165566
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MTMR6	0.239	-0.283	0.082	-1.742	ENSG00000139505
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ATP8A2	0.628	-0.129	0.434	-0.783	ENSG00000132932
ACHE_SERT_LC_WM	ACHE_SERT_Npep	WASF3	0.664	-0.098	0.475	-0.715	ENSG00000132970
ACHE_SERT_LC_WM	ACHE_SERT_Npep	USP12	0.502	-0.187	0.294	-1.051	ENSG00000152484
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RPL21	0.256	0.093	0.091	1.69	ENSG00000122026
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GTF3A	0.958	-0.017	0.916	-0.105	ENSG00000122034
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MTIF3	0.378	-0.239	0.18	-1.344	ENSG00000122033
ACHE_SERT_LC_WM	ACHE_SERT_Npep	POLR1D	0.42	-0.218	0.213	-1.247	ENSG00000186184
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FLT1	0.033	0.525	0.004	2.904	ENSG00000102755
ACHE_SERT_LC_WM	ACHE_SERT_Npep	POMP	0.202	-0.155	0.06	-1.88	ENSG00000132963
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SLC7A1	0.392	0.218	0.19	1.312	ENSG00000139514
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UBL3	0.53	0.084	0.325	0.985	ENSG00000122042
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HMGB1	0.001	0.337	0	4.23	ENSG00000189403
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HSPH1	0.391	-0.149	0.19	-1.313	ENSG00000120694
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FRY	0.691	-0.113	0.511	-0.658	ENSG00000073910
ACHE_SERT_LC_WM	ACHE_SERT_Npep	N4BP2L2	0.182	0.263	0.052	1.949	ENSG00000244754
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PDS5B	0.898	-0.035	0.818	-0.23	ENSG00000083642
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NBEA	0.892	-0.037	0.805	-0.247	ENSG00000172915
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DCLK1	0.163	-0.227	0.043	-2.031	ENSG00000133083
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SPART	0.995	0.001	0.992	0.009	ENSG00000133104
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CCNA1	0.281	-0.304	0.108	-1.609	ENSG00000133101
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SERTM1	0.338	-0.282	0.148	-1.447	ENSG00000180440
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UFM1	0.565	-0.132	0.366	-0.905	ENSG00000120686
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LHFPL6	0.741	0.089	0.581	0.552	ENSG00000183722
ACHE_SERT_LC_WM	ACHE_SERT_Npep	WBP4	0.665	-0.118	0.476	-0.713	ENSG00000120688
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KBTBD6	0.986	0.006	0.97	0.038	ENSG00000165572
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RGCC	0.064	0.306	0.01	2.585	ENSG00000102760
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AKAP11	0.753	-0.06	0.597	-0.529	ENSG00000023516
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DNAJC15	0.782	-0.064	0.642	-0.464	ENSG00000120675
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SERP2	0.102	-0.433	0.02	-2.328	ENSG00000151778
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TSC22D1	0.098	-0.167	0.019	-2.35	ENSG00000102804
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TPT1	0.536	0.051	0.331	0.972	ENSG00000133112
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ZC3H13	0	0.524	0	5.21	ENSG00000123200
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ESD	0.477	-0.172	0.269	-1.107	ENSG00000139684
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SUCLA2	0.019	-0.486	0.002	-3.141	ENSG00000136143
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MED4	0.714	-0.104	0.546	-0.604	ENSG00000136146
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ITM2B	0	-0.276	0	-5.405	ENSG00000136156
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FNDC3A	0.239	-0.274	0.082	-1.745	ENSG00000102531
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KPNA3	0.325	-0.267	0.137	-1.49	ENSG00000102753
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SPRYD7	0.539	-0.158	0.335	-0.966	ENSG00000123178
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FAM124A	0.723	0.115	0.559	0.585	ENSG00000150510
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SUGT1	0.344	-0.182	0.154	-1.428	ENSG00000165416
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PCDH8	0.626	-0.154	0.431	-0.789	ENSG00000136099
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PCDH17	0.596	0.102	0.397	0.847	ENSG00000118946
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PCDH9	0	0.39	0	5.202	ENSG00000184226
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MZT1	0.27	-0.296	0.101	-1.643	ENSG00000204899
ACHE_SERT_LC_WM	ACHE_SERT_Npep	COMMD6	0.335	-0.16	0.144	-1.462	ENSG00000188243
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KCTD12	0.881	0.042	0.788	0.269	ENSG00000178695
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FBXL3	0.766	-0.086	0.615	-0.504	ENSG00000005812
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MYCBP2	0.279	0.212	0.106	1.618	ENSG00000005810
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SLAIN1	0.24	0.221	0.083	1.739	ENSG00000139737
ACHE_SERT_LC_WM	ACHE_SERT_Npep	EDNRB	0.692	0.111	0.511	0.657	ENSG00000136160
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RBM26	0.336	0.221	0.146	1.456	ENSG00000139746
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NDFIP2	0.122	-0.397	0.027	-2.217	ENSG00000102471
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DZIP1	0.948	-0.023	0.902	-0.124	ENSG00000134874
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MBNL2	0.996	0.001	0.994	0.008	ENSG00000139793
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RAP2A	0.588	-0.136	0.388	-0.864	ENSG00000125249
ACHE_SERT_LC_WM	ACHE_SERT_Npep	IPO5	0.694	-0.102	0.515	-0.651	ENSG00000065150
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FARP1	0.545	0.155	0.34	0.954	ENSG00000152767
ACHE_SERT_LC_WM	ACHE_SERT_Npep	STK24	0.201	-0.348	0.06	-1.885	ENSG00000102572
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DOCK9	0.722	0.099	0.557	0.587	ENSG00000088387
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TM9SF2	0.221	-0.266	0.072	-1.804	ENSG00000125304
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NALCN	0.491	-0.212	0.284	-1.072	ENSG00000102452
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ARGLU1	0.048	0.416	0.007	2.719	ENSG00000134884
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FAM155A	0.955	-0.019	0.913	-0.109	ENSG00000204442
ACHE_SERT_LC_WM	ACHE_SERT_Npep	IRS2	0.082	0.308	0.014	2.454	ENSG00000185950
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ARHGEF7	0.931	0.026	0.869	0.164	ENSG00000102606
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MCF2L	0.994	-0.002	0.99	-0.013	ENSG00000126217
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LAMP1	0.437	0.108	0.229	1.204	ENSG00000185896
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GAS6	0.384	-0.177	0.184	-1.33	ENSG00000183087
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CDC16	0.381	-0.253	0.181	-1.338	ENSG00000130177
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UPF3A	0.264	0.284	0.097	1.662	ENSG00000169062
ACHE_SERT_LC_WM	ACHE_SERT_Npep	APEX1	0.089	-0.4	0.017	-2.403	ENSG00000100823
