gene_name	LCNMadj_subclus	DEtest_unadjP.05_forCluster	Nsigmodels_forCluster
PLEKHA1	X2_LCNMadj	E4_noAncestry_wRin	2
ADRM1	X2_LCNMadj	E4_noAncestry_wRin	2
MTMR2	X2_LCNMadj	E4_noAncestry_wRin	3
LRRN2	X2_LCNMadj	E4_noAncestry_wRin	3
CNIH3	X2_LCNMadj	E4_noAncestry_wRin	3
PLBD1	X2_LCNMadj	E4_noAncestry_wRin	3
FSTL4	X2_LCNMadj	E4_noAncestry_wRin	3
OTUD7B	X2_LCNMadj	E4_noAncestry_wRin	4
FRYL	X2_LCNMadj	E4_noAncestry_wRin	2
PODNL1	X2_LCNMadj	E4_noAncestry_wRin	3
RUSC2	X2_LCNMadj	E4_noAncestry_wRin	1
SEC14L2	X2_LCNMadj	E4_noAncestry_wRin	4
IZUMO4	X2_LCNMadj	E4_noAncestry_wRin	4
SH2D3C	X2_LCNMadj	E4_noAncestry_wRin	4
CEP126	X2_LCNMadj	E4_noAncestry_wRin	3
TLE6	X2_LCNMadj	E4_noAncestry_wRin	3
CPEB3	X2_LCNMadj	E4_noAncestry_wRin	2
TUT1	X2_LCNMadj	E4_noAncestry_wRin	3
LYPD6	X2_LCNMadj	E4_noAncestry_wRin	3
DUSP18	X2_LCNMadj	E4_noAncestry_wRin	4
ABCD1	X2_LCNMadj	E4_noAncestry_wRin	3
LAMTOR2	X2_LCNMadj	E4_noAncestry_wRin	3
SIRT7	X2_LCNMadj	E4_noAncestry_wRin	1
TARDBP	X2_LCNMadj	E4_noAncestry_wRin	3
STK33	X2_LCNMadj	E4_noAncestry_wRin	4
FEM1B	X2_LCNMadj	E4_noAncestry_wRin	1
NAA25	X2_LCNMadj	E4_noAncestry_wRin	3
SUOX	X2_LCNMadj	E4_noAncestry_wRin	4
RGN	X2_LCNMadj	E4_noAncestry_wRin	3
MRPS18B	X2_LCNMadj	E4_noAncestry_wRin	4
CTDP1	X2_LCNMadj	E4_noAncestry_wRin	4
SCD	X2_LCNMadj	E4_noAncestry_wRin	4
MED20	X2_LCNMadj	E4_noAncestry_wRin	3
ISYNA1	X2_LCNMadj	E4_noAncestry_wRin	3
IGBP1	X2_LCNMadj	E4_noAncestry_wRin	4
ARAF	X2_LCNMadj	E4_noAncestry_wRin	4
FER	X2_LCNMadj	E4_noAncestry_wRin	4
LRRIQ1	X2_LCNMadj	E4_noAncestry_wRin	4
ANXA1	X2_LCNMadj	E4_noAncestry_wRin	3
TMX2	X2_LCNMadj	E4_noAncestry_wRin	4
PLK3	X2_LCNMadj	E4_noAncestry_wRin	3
RFNG	X2_LCNMadj	E4_noAncestry_wRin	4
FAM89A	X2_LCNMadj	E4_noAncestry_wRin	4
B3GNT2	X2_LCNMadj	E4_noAncestry_wRin	4
SUPT3H	X2_LCNMadj	E4_noAncestry_wRin	4
CA13	X2_LCNMadj	E4_noAncestry_wRin	2
C22orf15	X2_LCNMadj	E4_noAncestry_wRin	2
SCO2	X2_LCNMadj	E4_noAncestry_wRin	2
FAM149B1	X2_LCNMadj	E4_noAncestry_wRin	3
NUBP1	X2_LCNMadj	E4_noAncestry_wRin	2
CACNA1H	X2_LCNMadj	E4_noAncestry_wRin	3
ZNF18	X2_LCNMadj	E4_noAncestry_wRin	3
TM4SF1	X2_LCNMadj	E4_noAncestry_wRin	4
MRNIP	X2_LCNMadj	E4_noAncestry_wRin	3
TUBGCP5	X2_LCNMadj	E4_noAncestry_wRin	3
NDUFAF5	X2_LCNMadj	E4_noAncestry_wRin	4
BRWD3	X2_LCNMadj	E4_noAncestry_wRin	4
PIGZ	X2_LCNMadj	E4_noAncestry_wRin	4
MELTF	X2_LCNMadj	E4_noAncestry_wRin	4
SS18L2	X2_LCNMadj	E4_noAncestry_wRin	4
DNALI1	X2_LCNMadj	E4_noAncestry_wRin	3
CRLF3	X2_LCNMadj	E4_noAncestry_wRin	3
Z83843.1	X2_LCNMadj	E4_noAncestry_wRin	3
AC004083.1	X2_LCNMadj	E4_noAncestry_wRin	3
RIIAD1	X2_LCNMadj	E4_noAncestry_wRin	3
MAFB	X2_LCNMadj	E4_noAncestry_wRin	3
SLC26A8	X2_LCNMadj	E4_noAncestry_wRin	4
ROBO4	X2_LCNMadj	E4_noAncestry_wRin	3
ZNF691	X2_LCNMadj	E4_noAncestry_wRin	2
LSG1	X2_LCNMadj	E4_noAncestry_wRin	4
ZNF692	X2_LCNMadj	E4_noAncestry_wRin	1
KBTBD7	X2_LCNMadj	E4_noAncestry_wRin	3
SLC30A9	X2_LCNMadj	E4_noAncestry_wRin	3
ADAMTS2	X2_LCNMadj	E4_noAncestry_wRin	4
SFRP4	X2_LCNMadj	E4_noAncestry_wRin	4
WNT10B	X2_LCNMadj	E4_noAncestry_wRin	4
CCNG2	X2_LCNMadj	E4_noAncestry_wRin	3
SPARC	X2_LCNMadj	E4_noAncestry_wRin	2
ZNF304	X2_LCNMadj	E4_noAncestry_wRin	2
AP5S1	X2_LCNMadj	E4_noAncestry_wRin	4
DNAH5	X2_LCNMadj	E4_noAncestry_wRin	3
GPAM	X2_LCNMadj	E4_noAncestry_wRin	3
WNT3	X2_LCNMadj	E4_noAncestry_wRin	3
NPIPB2	X2_LCNMadj	E4_noAncestry_wRin	3
MROH1	X2_LCNMadj	E4_noAncestry_wRin	3
SAP30BP	X2_LCNMadj	E4_noAncestry_wRin	3
OXSR1	X2_LCNMadj	E4_noAncestry_wRin	3
UPF1	X2_LCNMadj	E4_noAncestry_wRin	4
FOXJ2	X2_LCNMadj	E4_noAncestry_wRin	3
HDAC8	X2_LCNMadj	E4_noAncestry_wRin	3
NWD1	X2_LCNMadj	E4_noAncestry_wRin	3
CLMN	X2_LCNMadj	E4_noAncestry_wRin	4
NPTX2	X2_LCNMadj	E4_noAncestry_wRin	3
MOCS3	X2_LCNMadj	E4_noAncestry_wRin	3
TRIM68	X2_LCNMadj	E4_noAncestry_wRin	4
MT-ND5	X2_LCNMadj	E4_noAncestry_wRin	2
RIOK3	X2_LCNMadj	E4_noAncestry_wRin	4
EMP3	X2_LCNMadj	E4_noAncestry_wRin	3
MSANTD2	X2_LCNMadj	E4_noAncestry_wRin	2
IFI44L	X2_LCNMadj	E4_noAncestry_wRin	3
ZNF33A	X2_LCNMadj	E4_noAncestry_wRin	3
PDE12	X2_LCNMadj	E4_wAncestry_noRin	4
FAM118B	X2_LCNMadj	E4_wAncestry_noRin	4
PPP1R12B	X2_LCNMadj	E4_wAncestry_noRin	4
FSTL5	X2_LCNMadj	E4_wAncestry_noRin	4
FAT1	X2_LCNMadj	E4_wAncestry_noRin	4
LIFR	X2_LCNMadj	E4_wAncestry_noRin	4
STXBP6	X2_LCNMadj	E4_wAncestry_noRin	4
UBR1	X2_LCNMadj	E4_wAncestry_noRin	4
RFTN2	X2_LCNMadj	E4_wAncestry_noRin	4
PSMC2	X2_LCNMadj	E4_wAncestry_noRin	4
MON1A	X2_LCNMadj	E4_wAncestry_noRin	4
SNHG19	X2_LCNMadj	E4_wAncestry_noRin	4
GBP4	X2_LCNMadj	E4_wAncestry_noRin	4
SMARCD1	X2_LCNMadj	E4_wAncestry_noRin	4
DHCR7	X2_LCNMadj	E4_wAncestry_noRin	4
PCNA	X2_LCNMadj	E4_wAncestry_noRin	4
MTRNR2L4	X2_LCNMadj	E4_wAncestry_noRin	4
RBMS3	X2_LCNMadj	E4_wAncestry_noRin	4
GASK1B	X2_LCNMadj	E4_wAncestry_noRin	4
SLC25A29	X2_LCNMadj	E4_wAncestry_noRin	4
PDCD11	X2_LCNMadj	E4_wAncestry_noRin	4
DMXL1	X2_LCNMadj	E4_wAncestry_noRin	4
KIAA1143	X2_LCNMadj	E4_wAncestry_noRin	4
EIF2AK1	X2_LCNMadj	E4_wAncestry_noRin	4
OSBPL9	X2_LCNMadj	E4_wAncestry_noRin	4
SEPHS2	X2_LCNMadj	E4_wAncestry_noRin	4
LRRC58	X2_LCNMadj	E4_wAncestry_noRin	4
CNOT3	X2_LCNMadj	E4_wAncestry_noRin	4
KMT5B	X2_LCNMadj	E4_wAncestry_noRin	4
TRAPPC11	X2_LCNMadj	E4_wAncestry_noRin	4
BLOC1S4	X2_LCNMadj	E4_wAncestry_noRin	4
PDZD11	X2_LCNMadj	E4_wAncestry_noRin	4
ANKDD1A	X2_LCNMadj	E4_wAncestry_noRin	4
FKBP2	X2_LCNMadj	E4_wAncestry_noRin	4
SERPING1	X2_LCNMadj	E4_wAncestry_noRin	4
TTC33	X2_LCNMadj	E4_wAncestry_noRin	4
BLVRB	X2_LCNMadj	E4_wAncestry_noRin	4
PCYT1B	X2_LCNMadj	E4_wAncestry_noRin	4
TMEM19	X2_LCNMadj	E4_wAncestry_noRin	4
CPT1C	X2_LCNMadj	E4_wAncestry_noRin	4
KCTD7	X2_LCNMadj	E4_wAncestry_noRin	4
STON1	X2_LCNMadj	E4_wAncestry_noRin	4
TIMM23	X2_LCNMadj	E4_wAncestry_noRin	4
TBRG1	X2_LCNMadj	E4_wAncestry_noRin	4
NFYC	X2_LCNMadj	E4_wAncestry_noRin	4
MAP3K5	X2_LCNMadj	E4_wAncestry_noRin	4
LRRC4	X2_LCNMadj	E4_wAncestry_noRin	4
SFSWAP	X2_LCNMadj	E4_wAncestry_noRin	4
PTCH1	X2_LCNMadj	E4_wAncestry_noRin	4
PPP1R2	X2_LCNMadj	E4_wAncestry_noRin	4
ID1	X2_LCNMadj	E4_wAncestry_noRin	4
SOD3	X2_LCNMadj	E4_wAncestry_noRin	4
BID	X2_LCNMadj	E4_wAncestry_noRin	4
EHD2	X2_LCNMadj	E4_wAncestry_noRin	4
ASH2L	X2_LCNMadj	E4_wAncestry_noRin	4
LHX9	X2_LCNMadj	E4_wAncestry_noRin	4
RTL6	X2_LCNMadj	E4_wAncestry_noRin	4
CYB5R1	X2_LCNMadj	E4_wAncestry_noRin	4
HSBP1L1	X2_LCNMadj	E4_wAncestry_noRin	4
SMIM15	X2_LCNMadj	E4_wAncestry_noRin	4
STK4	X2_LCNMadj	E4_wAncestry_noRin	4
NDUFV3	X2_LCNMadj	E4_wAncestry_noRin	4
ERH	X2_LCNMadj	E4_wAncestry_noRin	4
MCAM	X2_LCNMadj	E4_wAncestry_noRin	4
BEND7	X2_LCNMadj	E4_wAncestry_noRin	4
TIMM10	X2_LCNMadj	E4_wAncestry_noRin	4
KCNH2	X2_LCNMadj	E4_wAncestry_noRin	4
LARP1B	X2_LCNMadj	E4_wAncestry_noRin	4
CMTM6	X2_LCNMadj	E4_wAncestry_noRin	4
CD38	X2_LCNMadj	E4_wAncestry_noRin	4
LGALS3	X2_LCNMadj	E4_wAncestry_noRin	4
MAP3K14	X2_LCNMadj	E4_wAncestry_noRin	4
DDX58	X2_LCNMadj	E4_wAncestry_noRin	4
EGFL8	X2_LCNMadj	E4_wAncestry_noRin	4
LEPROTL1	X2_LCNMadj	E4_wAncestry_noRin	4
TULP3	X2_LCNMadj	E4_wAncestry_noRin	4
MIR99AHG	X2_LCNMadj	E4_wAncestry_noRin	4
HARS2	X2_LCNMadj	E4_wAncestry_noRin	4
MAPK9	X2_LCNMadj	E4_wAncestry_noRin	4
TMEM158	X2_LCNMadj	E4_wAncestry_noRin	4
ID4	X2_LCNMadj	E4_wAncestry_noRin	4
PTRHD1	X2_LCNMadj	E4_wAncestry_noRin	4
ARHGEF40	X2_LCNMadj	E4_wAncestry_noRin	4
ZNF569	X2_LCNMadj	E4_wAncestry_noRin	4
DLST	X2_LCNMadj	E4_wAncestry_noRin	4
BMP1	X2_LCNMadj	E4_wAncestry_noRin	4
ARMH3	X2_LCNMadj	E4_wAncestry_noRin	4
RPH3A	X2_LCNMadj	E4_wAncestry_noRin	4
UBR4	X2_LCNMadj	E4_wAncestry_noRin	4
TNFAIP8L1	X2_LCNMadj	E4_wAncestry_noRin	4
YES1	X2_LCNMadj	E4_wAncestry_noRin	4
ANTXR1	X2_LCNMadj	E4_wAncestry_noRin	4
MAN1B1-DT	X2_LCNMadj	E4_wAncestry_noRin	4
RFPL1S	X2_LCNMadj	E4_wAncestry_noRin	4
KLHL23	X2_LCNMadj	E4_wAncestry_noRin	4
DHRS2	X2_LCNMadj	E4_wAncestry_noRin	4
YIF1B	X2_LCNMadj	E4_wAncestry_noRin	4
KCNK10	X2_LCNMadj	E4_wAncestry_noRin	4
C12orf49	X2_LCNMadj	E4_wAncestry_noRin	4
LMTK3	X2_LCNMadj	E4_wAncestry_noRin	4
HTR2C	X2_LCNMadj	E4_wAncestry_noRin	4
THNSL2	X2_LCNMadj	E4_wAncestry_noRin	4
MRPL22	X2_LCNMadj	E4_wAncestry_noRin	4
MED31	X2_LCNMadj	E4_wAncestry_noRin	4
NPRL3	X2_LCNMadj	E4_wAncestry_noRin	4
STIMATE	X2_LCNMadj	E4_wAncestry_noRin	4
AGA	X2_LCNMadj	E4_wAncestry_noRin	4
COA8	X2_LCNMadj	E4_wAncestry_noRin	4
ANXA11	X2_LCNMadj	E4_wAncestry_noRin	4
C2CD2	X2_LCNMadj	E4_wAncestry_noRin	4
P3H4	X2_LCNMadj	E4_wAncestry_noRin	4
AGO2	X2_LCNMadj	E4_wAncestry_noRin	4
WWC3	X2_LCNMadj	E4_wAncestry_noRin	4
PDE9A	X2_LCNMadj	E4_wAncestry_noRin	4
TIMM29	X2_LCNMadj	E4_wAncestry_noRin	4
HIBADH	X2_LCNMadj	E4_wAncestry_noRin	4
MINDY2	X2_LCNMadj	E4_wAncestry_noRin	4
TMEM183A	X2_LCNMadj	E4_wAncestry_noRin	4
MAN2A1	X2_LCNMadj	E4_wAncestry_noRin	4
SMCHD1	X2_LCNMadj	E4_wAncestry_noRin	4
STIM2	X2_LCNMadj	E4_wAncestry_noRin	4
MRPL54	X2_LCNMadj	E4_wAncestry_noRin	4
WDFY2	X2_LCNMadj	E4_wAncestry_noRin	4
PRKAB2	X2_LCNMadj	E4_wAncestry_noRin	4
PRDM2	X2_LCNMadj	E4_wAncestry_noRin	4
CARMIL2	X2_LCNMadj	E4_wAncestry_noRin	4
RAB35	X2_LCNMadj	E4_wAncestry_noRin	4
CREG2	X2_LCNMadj	E4_wAncestry_noRin	4
THAP3	X2_LCNMadj	E4_wAncestry_noRin	4
MIS12	X2_LCNMadj	E4_wAncestry_noRin	4
TMEM254	X2_LCNMadj	E4_wAncestry_noRin	4
BSDC1	X2_LCNMadj	E4_wAncestry_noRin	4
ARAP1	X2_LCNMadj	E4_wAncestry_noRin	4
ATR	X2_LCNMadj	E4_wAncestry_noRin	4
NEK6	X2_LCNMadj	E4_wAncestry_noRin	4
CACNA2D2	X2_LCNMadj	E4_wAncestry_noRin	4
ERMARD	X2_LCNMadj	E4_wAncestry_noRin	4
NDP	X2_LCNMadj	E4_wAncestry_noRin	4
MFSD1	X2_LCNMadj	E4_wAncestry_noRin	4
ZNF629	X2_LCNMadj	E4_wAncestry_noRin	4
ST8SIA6	X2_LCNMadj	E4_wAncestry_noRin	4
TAOK2	X2_LCNMadj	E4_wAncestry_noRin	4
ENKUR	X2_LCNMadj	E4_wAncestry_noRin	4
TMEM201	X2_LCNMadj	E4_wAncestry_noRin	4
LIX1L	X2_LCNMadj	E4_wAncestry_noRin	4
PIK3IP1	X2_LCNMadj	E4_wAncestry_noRin	4
MRPL10	X2_LCNMadj	E4_wAncestry_noRin	4
PCDHB3	X2_LCNMadj	E4_wAncestry_noRin	4
RPS6KB2	X2_LCNMadj	E4_wAncestry_noRin	4
HERC2	X2_LCNMadj	E4_wAncestry_noRin	4
MGST2	X2_LCNMadj	E4_wAncestry_noRin	4
MFAP1	X2_LCNMadj	E4_wAncestry_noRin	4
PTGIS	X2_LCNMadj	E4_wAncestry_noRin	4
ZNF330	X2_LCNMadj	E4_wAncestry_noRin	4
HIF3A	X2_LCNMadj	E4_wAncestry_noRin	4
ITM2B	X2_LCNMadj	E4_wAncestry_noRin	4
ABCA8	X2_LCNMadj	E4_wAncestry_noRin	4
PNMA6F	X2_LCNMadj	E4_wAncestry_noRin	4
SLC3A2	X2_LCNMadj	E4_wAncestry_noRin	4
FAM20C	X2_LCNMadj	E4_wAncestry_noRin	4
BAIAP2-DT	X2_LCNMadj	E4_wAncestry_noRin	4
PHACTR2	X2_LCNMadj	E4_wAncestry_noRin	4
TMEM98	X2_LCNMadj	E4_wAncestry_noRin	4
VPS36	X2_LCNMadj	E4_wAncestry_noRin	4
TTC19	X2_LCNMadj	E4_wAncestry_noRin	4
TRPV2	X2_LCNMadj	E4_wAncestry_noRin	4
GRIK3	X2_LCNMadj	E4_wAncestry_noRin	4
BDH1	X2_LCNMadj	E4_wAncestry_noRin	4
FKBP15	X2_LCNMadj	E4_wAncestry_noRin	4
TXNDC12	X2_LCNMadj	E4_wAncestry_noRin	4
SYBU	X2_LCNMadj	E4_wAncestry_noRin	4
HDDC3	X2_LCNMadj	E4_wAncestry_noRin	4
ME3	X2_LCNMadj	E4_wAncestry_noRin	4
TAF1B	X2_LCNMadj	E4_wAncestry_noRin	4
KIAA0556	X2_LCNMadj	E4_wAncestry_noRin	4
ARHGEF6	X2_LCNMadj	E4_wAncestry_noRin	4
ITGA6	X2_LCNMadj	E4_wAncestry_noRin	4
ANKRD35	X2_LCNMadj	E4_wAncestry_noRin	4
DYRK1B	X2_LCNMadj	E4_wAncestry_noRin	4
ASCL1	X2_LCNMadj	E4_wAncestry_noRin	4
FSTL3	X2_LCNMadj	E4_wAncestry_noRin	4
H1FX	X2_LCNMadj	E4_wAncestry_noRin	4
RO60	X2_LCNMadj	E4_wAncestry_noRin	4
PPP6C	X2_LCNMadj	E4_wAncestry_noRin	4
STOML2	X2_LCNMadj	E4_wAncestry_noRin	4
HS2ST1	X2_LCNMadj	E4_wAncestry_noRin	4
RTL5	X2_LCNMadj	E4_wAncestry_noRin	4
ZNF711	X2_LCNMadj	E4_wAncestry_noRin	4
C9orf116	X2_LCNMadj	E4_wAncestry_noRin	4
KRBA1	X2_LCNMadj	E4_wAncestry_noRin	4
PCDH11X	X2_LCNMadj	E4_wAncestry_noRin	4
STT3A	X2_LCNMadj	E4_wAncestry_noRin	4
TRPM2	X2_LCNMadj	E4_wAncestry_noRin	4
DBR1	X2_LCNMadj	E4_wAncestry_noRin	4
HLA-F	X2_LCNMadj	E4_wAncestry_noRin	4
ABHD5	X2_LCNMadj	E4_wAncestry_noRin	4
POGZ	X2_LCNMadj	E4_wAncestry_noRin	4
XKR4	X2_LCNMadj	E4_wAncestry_noRin	4
TMEM222	X2_LCNMadj	E4_wAncestry_noRin	4
ANKRD6	X2_LCNMadj	E4_wAncestry_noRin	4
CMTR1	X2_LCNMadj	E4_wAncestry_noRin	4
JAG2	X2_LCNMadj	E4_wAncestry_noRin	4
MRPS27	X2_LCNMadj	E4_wAncestry_noRin	4
AL121821.2	X2_LCNMadj	E4_wAncestry_noRin	4
KCNE4	X2_LCNMadj	E4_wAncestry_noRin	4
SRRM3	X2_LCNMadj	E4_wAncestry_noRin	4
LMF1	X2_LCNMadj	E4_wAncestry_noRin	4
EARS2	X2_LCNMadj	E4_wAncestry_noRin	4
USP37	X2_LCNMadj	E4_wAncestry_noRin	4
TUBG1	X2_LCNMadj	E4_wAncestry_noRin	4
LRFN4	X2_LCNMadj	E4_wAncestry_noRin	4
GPC4	X2_LCNMadj	E4_wAncestry_noRin	4
PNPLA6	X2_LCNMadj	E4_wAncestry_noRin	4
PLAAT4	X2_LCNMadj	E4_wAncestry_noRin	4
TPP1	X2_LCNMadj	E4_wAncestry_noRin	4
SMPD3	X2_LCNMadj	E4_wAncestry_noRin	4
BRAP	X2_LCNMadj	E4_wAncestry_noRin	4
C18orf25	X2_LCNMadj	E4_wAncestry_noRin	4
TRIM47	X2_LCNMadj	E4_wAncestry_noRin	4
FOXO3	X2_LCNMadj	E4_wAncestry_noRin	4
TIMM17B	X2_LCNMadj	E4_wAncestry_noRin	4
EPB41L2	X2_LCNMadj	E4_wAncestry_noRin	4
ARMC5	X2_LCNMadj	E4_wAncestry_noRin	4
HSPB2	X2_LCNMadj	E4_wAncestry_noRin	4
CCDC112	X2_LCNMadj	E4_wAncestry_noRin	4
CELF3	X2_LCNMadj	E4_wAncestry_noRin	4
AMPD3	X2_LCNMadj	E4_wAncestry_noRin	4
PIGBOS1	X2_LCNMadj	E4_wAncestry_noRin	4
EIF2B3	X2_LCNMadj	E4_wAncestry_noRin	4
ZNF76	X2_LCNMadj	E4_wAncestry_noRin	4
BCL9	X2_LCNMadj	E4_wAncestry_noRin	4
ARL17B	X2_LCNMadj	E4_wAncestry_noRin	4
TCN2	X2_LCNMadj	E4_wAncestry_noRin	4
VPS13A	X2_LCNMadj	E4_wAncestry_noRin	4
CA12	X2_LCNMadj	E4_wAncestry_noRin	4
MYLK	X2_LCNMadj	E4_wAncestry_noRin	4
MPP3	X2_LCNMadj	E4_wAncestry_noRin	4
SLC35B2	X2_LCNMadj	E4_wAncestry_noRin	4
TMEM235	X2_LCNMadj	E4_wAncestry_noRin	4
DERL1	X2_LCNMadj	E4_wAncestry_noRin	4
MYCL	X2_LCNMadj	E4_wAncestry_noRin	4
SPNS1	X2_LCNMadj	E4_wAncestry_noRin	4
GGH	X2_LCNMadj	E4_wAncestry_noRin	4
SARM1	X2_LCNMadj	E4_wAncestry_noRin	4
C3orf33	X2_LCNMadj	E4_wAncestry_noRin	4
TXNDC9	X2_LCNMadj	E4_wAncestry_noRin	4
PDPN	X2_LCNMadj	E4_wAncestry_noRin	4
ASPHD2	X2_LCNMadj	E4_wAncestry_noRin	4
INTS10	X2_LCNMadj	E4_wAncestry_noRin	4
NUDT16L1	X2_LCNMadj	E4_wAncestry_noRin	4
C5orf38	X2_LCNMadj	E4_wAncestry_noRin	4
MOSMO	X2_LCNMadj	E4_wAncestry_noRin	4
TRPC1	X2_LCNMadj	E4_wAncestry_noRin	4
TECPR1	X2_LCNMadj	E4_wAncestry_noRin	4
TASOR	X2_LCNMadj	E4_wAncestry_noRin	4
PLCD1	X2_LCNMadj	E4_wAncestry_noRin	4
ECPAS	X2_LCNMadj	E4_wAncestry_noRin	4
RNF112	X2_LCNMadj	E4_wAncestry_noRin	4
RNF26	X2_LCNMadj	E4_wAncestry_noRin	4
MIB2	X2_LCNMadj	E4_wAncestry_noRin	4
ITGAE	X2_LCNMadj	E4_wAncestry_noRin	4
NR3C1	X2_LCNMadj	E4_wAncestry_noRin	4
PAPLN	X2_LCNMadj	E4_wAncestry_noRin	4
CD226	X2_LCNMadj	E4_wAncestry_noRin	4
NRARP	X2_LCNMadj	E4_wAncestry_noRin	4
VILL	X2_LCNMadj	E4_wAncestry_noRin	4
ZNF606	X2_LCNMadj	E4_wAncestry_noRin	4
RNF168	X2_LCNMadj	E4_wAncestry_noRin	4
TPM2	X2_LCNMadj	E4_wAncestry_noRin	4
PRCD	X2_LCNMadj	E4_wAncestry_noRin	4
TRAPPC13	X2_LCNMadj	E4_wAncestry_noRin	4
SBF2	X2_LCNMadj	E4_wAncestry_noRin	4
RECQL	X2_LCNMadj	E4_wAncestry_noRin	4
LRRC3B	X2_LCNMadj	E4_wAncestry_noRin	4
SAYSD1	X2_LCNMadj	E4_wAncestry_noRin	4
ARMC1	X2_LCNMadj	E4_wAncestry_noRin	4
STAU2	X2_LCNMadj	E4_wAncestry_noRin	4
WBP1L	X2_LCNMadj	E4_wAncestry_noRin	4
HES6	X2_LCNMadj	E4_wAncestry_noRin	4
CARD19	X2_LCNMadj	E4_wAncestry_noRin	4
PPIF	X2_LCNMadj	E4_wAncestry_noRin	4
FAHD2A	X2_LCNMadj	E4_wAncestry_noRin	4
PRPSAP2	X2_LCNMadj	E4_wAncestry_noRin	4
RESF1	X2_LCNMadj	E4_wAncestry_noRin	4
MAD1L1	X2_LCNMadj	E4_wAncestry_noRin	4
CCND1	X2_LCNMadj	E4_wAncestry_noRin	4
WDFY1	X2_LCNMadj	E4_wAncestry_noRin	4
TATDN1	X2_LCNMadj	E4_wAncestry_noRin	4
LMF2	X2_LCNMadj	E4_wAncestry_noRin	4
DNAJC1	X2_LCNMadj	E4_wAncestry_noRin	4
MCRS1	X2_LCNMadj	E4_wAncestry_noRin	4
MTMR14	X2_LCNMadj	E4_wAncestry_noRin	4
ZNF641	X2_LCNMadj	E4_wAncestry_noRin	4
DISP2	X2_LCNMadj	E4_wAncestry_noRin	4
MARCH8	X2_LCNMadj	E4_wAncestry_noRin	4
NKIRAS2	X2_LCNMadj	E4_wAncestry_noRin	4
ZBTB7C	X2_LCNMadj	E4_wAncestry_noRin	4
YPEL2	X2_LCNMadj	E4_wAncestry_noRin	4
VCPIP1	X2_LCNMadj	E4_wAncestry_noRin	4
PAIP1	X2_LCNMadj	E4_wAncestry_noRin	4
PRADC1	X2_LCNMadj	E4_wAncestry_noRin	4
ECT2	X2_LCNMadj	E4_wAncestry_noRin	4
C19orf25	X2_LCNMadj	E4_wAncestry_noRin	4
ADGRA3	X2_LCNMadj	E4_wAncestry_noRin	4
AKR1C1	X2_LCNMadj	E4_wAncestry_noRin	4
NME5	X2_LCNMadj	E4_wAncestry_noRin	4
COMMD8	X2_LCNMadj	E4_wAncestry_noRin	4
EEF1AKNMT	X2_LCNMadj	E4_wAncestry_noRin	4
ARFRP1	X2_LCNMadj	E4_wAncestry_noRin	4
ARRDC2	X2_LCNMadj	E4_wAncestry_noRin	4
EED	X2_LCNMadj	E4_wAncestry_noRin	4
PYGO1	X2_LCNMadj	E4_wAncestry_noRin	4
WBP1	X2_LCNMadj	E4_wAncestry_noRin	4
SLC35A4	X2_LCNMadj	E4_wAncestry_noRin	4
GRAMD1B	X2_LCNMadj	E4_wAncestry_noRin	4
USP19	X2_LCNMadj	E4_wAncestry_noRin	4
EMC6	X2_LCNMadj	E4_wAncestry_noRin	4
KDM4A	X2_LCNMadj	E4_wAncestry_noRin	4
COPS7A	X2_LCNMadj	E4_wAncestry_noRin	4
OSTF1	X2_LCNMadj	E4_wAncestry_noRin	4
GDPD1	X2_LCNMadj	E4_wAncestry_noRin	4
SGK2	X2_LCNMadj	E4_wAncestry_noRin	4
CYP27A1	X2_LCNMadj	E4_wAncestry_noRin	4
PCBP3	X2_LCNMadj	E4_wAncestry_noRin	4
CSTF1	X2_LCNMadj	E4_wAncestry_noRin	4
RPL22L1	X2_LCNMadj	E4_wAncestry_noRin	4
PTCD2	X2_LCNMadj	E4_wAncestry_noRin	4
CSPG5	X2_LCNMadj	E4_wAncestry_noRin	4
RPUSD3	X2_LCNMadj	E4_wAncestry_noRin	4
CACNA1E	X2_LCNMadj	E4_wAncestry_noRin	4
MYDGF	X2_LCNMadj	E4_wAncestry_noRin	4
ANAPC4	X2_LCNMadj	E4_wAncestry_noRin	4
PDE1C	X2_LCNMadj	E4_wAncestry_noRin	4
TMEM134	X2_LCNMadj	E4_wAncestry_noRin	4
GOLT1B	X2_LCNMadj	E4_wAncestry_noRin	4
CSNK1G2	X2_LCNMadj	E4_wAncestry_noRin	4
LTA4H	X2_LCNMadj	E4_wAncestry_noRin	4
AP3B2	X2_LCNMadj	E4_wAncestry_noRin	4
MRPL40	X2_LCNMadj	E4_wAncestry_noRin	4
TMEM38B	X2_LCNMadj	E4_wAncestry_noRin	4
PLCB1	X2_LCNMadj	E4_wAncestry_noRin	4
TK2	X2_LCNMadj	E4_wAncestry_noRin	4
TNRC18	X2_LCNMadj	E4_wAncestry_noRin	4
CCDC90B	X2_LCNMadj	E4_wAncestry_noRin	4
C5orf51	X2_LCNMadj	E4_wAncestry_noRin	4
FAM47E	X2_LCNMadj	E4_wAncestry_noRin	4
CDH11	X2_LCNMadj	E4_wAncestry_noRin	4
CCDC113	X2_LCNMadj	E4_wAncestry_noRin	4
AREL1	X2_LCNMadj	E4_wAncestry_noRin	4
