"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"6455","SPNS1","ENSMUSG00000030741","6455.1.1","SPNS1","ENSG00000169682","SPNS lysolipid transporter 1, lysophospholipid [Source:HGNC Symbol;Acc:HGNC:30621]"
"6456","RABEP2","ENSMUSG00000030727","6456.1.1","RABEP2","ENSG00000177548","rabaptin, RAB GTPase binding effector protein 2 [Source:HGNC Symbol;Acc:HGNC:24817]"
"6457","SH2B1","ENSMUSG00000030733","6457.1.1","SH2B1","ENSG00000178188","SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30417]"
"6458","TUFM","ENSMUSG00000073838","6458.1.1","TUFM","ENSG00000178952","Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]"
"6459","ATXN2L","ENSMUSG00000032637","6459.1.1","ATXN2L","ENSG00000168488","ataxin 2 like [Source:HGNC Symbol;Acc:HGNC:31326]"
"6460","EIF3C","ENSMUSG00000030738","6460.1.1","EIF3C","ENSG00000184110","eukaryotic translation initiation factor 3 subunit C [Source:HGNC Symbol;Acc:HGNC:3279]"
"6460","EIF3C","ENSMUSG00000030738","6460.1.2","EIF3CL","ENSG00000205609","eukaryotic translation initiation factor 3 subunit C like [Source:HGNC Symbol;Acc:HGNC:26347]"
"6461","CLN3","ENSMUSG00000030720","6461.1.1","CLN3","ENSG00000188603","CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:HGNC Symbol;Acc:HGNC:2074]"
"6462","IL27","ENSMUSG00000044701","6462.1.1","IL27","ENSG00000197272","interleukin 27 [Source:HGNC Symbol;Acc:HGNC:19157]"
"6463","SGF29","ENSMUSG00000030714","6463.1.1","SGF29","ENSG00000176476","SAGA complex associated factor 29 [Source:HGNC Symbol;Acc:HGNC:25156]"
"6464","SLX1B","ENSMUSG00000059772","6464.1.1","SLX1A","ENSG00000132207","SLX1 homolog A, structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:20922]"
"6464","SLX1B","ENSMUSG00000059772","6464.1.2","SLX1B","ENSG00000181625","SLX1 homolog B, structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:28748]"
"6465","BOLA2","ENSMUSG00000047721","6465.1.1","BOLA2B","ENSG00000169627","bolA family member 2B [Source:HGNC Symbol;Acc:HGNC:32479]"
"6465","BOLA2","ENSMUSG00000047721","6465.1.2","BOLA2","ENSG00000183336","bolA family member 2 [Source:HGNC Symbol;Acc:HGNC:29488]"
"6466","CORO1A","ENSMUSG00000030707","6466.1.1","CORO1A","ENSG00000102879","coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]"
"6467","MAPK3","ENSMUSG00000063065","6467.1.1","MAPK3","ENSG00000102882","mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877]"
"6468","GDPD3","ENSMUSG00000030703","6468.1.1","GDPD3","ENSG00000102886","glycerophosphodiester phosphodiesterase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28638]"
"6469","YPEL3","ENSMUSG00000042675","6469.1.1","YPEL3","ENSG00000090238","yippee like 3 [Source:HGNC Symbol;Acc:HGNC:18327]"
"6470","PPP4C","ENSMUSG00000030697","6470.1.1","PPP4C","ENSG00000149923","protein phosphatase 4 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9319]"
"6471","ALDOA","ENSMUSG00000030695","6471.1.1","ALDOA","ENSG00000149925","aldolase, fructose-bisphosphate A [Source:HGNC Symbol;Acc:HGNC:414]"
"6471","ALDOA","ENSMUSG00000114515","6471.2.1","N/A","N/A","N/A"
"6472","FAM57B","N/A","6472.1.1","N/A","N/A","N/A"
"6473","DOC2A","ENSMUSG00000052301","6473.1.1","DOC2A","ENSG00000149927","double C2 domain alpha [Source:HGNC Symbol;Acc:HGNC:2985]"
"6474","INO80E","ENSMUSG00000030689","6474.1.1","INO80E","ENSG00000169592","INO80 complex subunit E [Source:HGNC Symbol;Acc:HGNC:26905]"
"6475","HIRIP3","ENSMUSG00000042606","6475.1.1","HIRIP3","ENSG00000149929","HIRA interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:4917]"
"6476","TAOK2","ENSMUSG00000059981","6476.1.1","TAOK2","ENSG00000149930","TAO kinase 2 [Source:HGNC Symbol;Acc:HGNC:16835]"
"6477","TMEM219","ENSMUSG00000060538","6477.1.1","TMEM219","ENSG00000149932","transmembrane protein 219 [Source:HGNC Symbol;Acc:HGNC:25201]"
"6478","KCTD13","ENSMUSG00000030685","6478.1.1","KCTD13","ENSG00000174943","potassium channel tetramerization domain containing 13 [Source:HGNC Symbol;Acc:HGNC:22234]"
"6479","ASPHD1","ENSMUSG00000046378","6479.1.1","ASPHD1","ENSG00000174939","aspartate beta-hydroxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27380]"
"6480","SEZ6L2","ENSMUSG00000030683","6480.1.1","SEZ6L2","ENSG00000174938","seizure related 6 homolog like 2 [Source:HGNC Symbol;Acc:HGNC:30844]"
"6481","CDIPTOS","ENSMUSG00000097075","6481.1.1","N/A","N/A","N/A"
"6482","CDIPT","ENSMUSG00000030682","6482.1.1","CDIPT","ENSG00000103502","CDP-diacylglycerol--inositol 3-phosphatidyltransferase [Source:HGNC Symbol;Acc:HGNC:1769]"
"6483","MVP","ENSMUSG00000030681","6483.1.1","MVP","ENSG00000013364","major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]"
"6484","MAZ","ENSMUSG00000030678","6484.1.1","MAZ","ENSG00000103495","MYC associated zinc finger protein [Source:HGNC Symbol;Acc:HGNC:6914]"
"6485","KIF22","ENSMUSG00000030677","6485.1.1","KIF22","ENSG00000079616","kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391]"
"6486","CD2BP2","ENSMUSG00000042502","6486.1.1","CD2BP2","ENSG00000169217","CD2 cytoplasmic tail binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1656]"
"6487","TBC1D10B","ENSMUSG00000042492","6487.1.1","TBC1D10B","ENSG00000169221","TBC1 domain family member 10B [Source:HGNC Symbol;Acc:HGNC:24510]"
"6488","SEPT1","N/A","6488.1.1","N/A","N/A","N/A"
"6489","ZFP553","ENSMUSG00000045598","6489.1.1","ZNF48","ENSG00000180035","zinc finger protein 48 [Source:HGNC Symbol;Acc:HGNC:13114]"
"6490","ZFP771","ENSMUSG00000054716","6490.1.1","ZNF771","ENSG00000179965","zinc finger protein 771 [Source:HGNC Symbol;Acc:HGNC:29653]"
"6491","SEPHS2","ENSMUSG00000049091","6491.1.1","SEPHS2","ENSG00000179918","selenophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:19686]"
"6492","ZFP688","ENSMUSG00000045251","6492.1.1","ZNF688","ENSG00000229809","zinc finger protein 688 [Source:HGNC Symbol;Acc:HGNC:30489]"
"6493","PRR14","ENSMUSG00000030822","6493.1.1","PRR14","ENSG00000156858","proline rich 14 [Source:HGNC Symbol;Acc:HGNC:28458]"
"6494","FBRS","ENSMUSG00000042423","6494.1.1","FBRS","ENSG00000156860","fibrosin [Source:HGNC Symbol;Acc:HGNC:20442]"
"6495","SRCAP","ENSMUSG00000053877","6495.1.1","SRCAP","ENSG00000080603","Snf2 related CREBBP activator protein [Source:HGNC Symbol;Acc:HGNC:16974]"
"6496","GM42715","ENSMUSG00000107023","6496.1.1","N/A","N/A","N/A"
"6497","GM28198","ENSMUSG00000101845","6497.1.1","N/A","N/A","N/A"
"6498","PHKG2","ENSMUSG00000030815","6498.1.1","PHKG2","ENSG00000156873","phosphorylase kinase catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:8931]"
"6499","RNF40","ENSMUSG00000030816","6499.1.1","RNF40","ENSG00000103549","ring finger protein 40 [Source:HGNC Symbol;Acc:HGNC:16867]"
"6500","GM44759","ENSMUSG00000108677","6500.1.1","N/A","N/A","N/A"
"6501","ZFP629","ENSMUSG00000045639","6501.1.1","ZNF629","ENSG00000102870","zinc finger protein 629 [Source:HGNC Symbol;Acc:HGNC:29008]"
"6502","BCL7C","ENSMUSG00000030814","6502.1.1","BCL7C","ENSG00000099385","BAF chromatin remodeling complex subunit BCL7C [Source:HGNC Symbol;Acc:HGNC:1006]"
"6503","GM39090","ENSMUSG00000108801","6503.1.1","N/A","N/A","N/A"
"6504","FBXL19","ENSMUSG00000030811","6504.1.1","FBXL19","ENSG00000099364","F-box and leucine rich repeat protein 19 [Source:HGNC Symbol;Acc:HGNC:25300]"
"6505","SETD1A","ENSMUSG00000042308","6505.1.1","N/A","N/A","N/A"
"6506","STX1B","ENSMUSG00000030806","6506.1.1","STX1B","ENSG00000099365","syntaxin 1B [Source:HGNC Symbol;Acc:HGNC:18539]"
"6507","STX4A","ENSMUSG00000030805","6507.1.1","STX4","ENSG00000103496","syntaxin 4 [Source:HGNC Symbol;Acc:HGNC:11439]"
"6508","ZFP668","ENSMUSG00000049728","6508.1.1","ZNF668","ENSG00000167394","zinc finger protein 668 [Source:HGNC Symbol;Acc:HGNC:25821]"
"6509","ZFP646","ENSMUSG00000049739","6509.1.1","ZNF646","ENSG00000167395","zinc finger protein 646 [Source:HGNC Symbol;Acc:HGNC:29004]"
"6510","VKORC1","ENSMUSG00000096145","6510.1.1","VKORC1","ENSG00000167397","vitamin K epoxide reductase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23663]"
"6511","BCKDK","ENSMUSG00000030802","6511.1.1","BCKDK","ENSG00000103507","branched chain keto acid dehydrogenase kinase [Source:HGNC Symbol;Acc:HGNC:16902]"
"6512","KAT8","ENSMUSG00000030801","6512.1.1","KAT8","ENSG00000103510","lysine acetyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:17933]"
"6513","PRSS36","ENSMUSG00000070371","6513.1.1","PRSS36","ENSG00000178226","serine protease 36 [Source:HGNC Symbol;Acc:HGNC:26906]"
"6514","FUS","ENSMUSG00000030795","6514.1.1","FUS","ENSG00000089280","FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010]"
"6515","PYCARD","ENSMUSG00000030793","6515.1.1","PYCARD","ENSG00000103490","PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]"
"6516","ITGAM","ENSMUSG00000030786","6516.1.1","ITGAM","ENSG00000169896","integrin subunit alpha M [Source:HGNC Symbol;Acc:HGNC:6149]"
"6517","BC017158","N/A","6517.1.1","N/A","N/A","N/A"
"6518","RGS10","ENSMUSG00000030844","6518.1.1","RGS10","ENSG00000148908","regulator of G protein signaling 10 [Source:HGNC Symbol;Acc:HGNC:9992]"
"6519","TIAL1","ENSMUSG00000030846","6519.1.1","TIAL1","ENSG00000151923","TIA1 cytotoxic granule associated RNA binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11804]"
"6520","BAG3","ENSMUSG00000030847","6520.1.1","BAG3","ENSG00000151929","BAG cochaperone 3 [Source:HGNC Symbol;Acc:HGNC:939]"
"6521","INPP5F","ENSMUSG00000042105","6521.1.1","INPP5F","ENSG00000198825","inositol polyphosphate-5-phosphatase F [Source:HGNC Symbol;Acc:HGNC:17054]"
"6522","MCMBP","ENSMUSG00000048170","6522.1.1","MCMBP","ENSG00000197771","minichromosome maintenance complex binding protein [Source:HGNC Symbol;Acc:HGNC:25782]"
"6523","SEC23IP","ENSMUSG00000055319","6523.1.1","SEC23IP","ENSG00000107651","SEC23 interacting protein [Source:HGNC Symbol;Acc:HGNC:17018]"
"6524","PLPP4","ENSMUSG00000070366","6524.1.1","PLPP4","ENSG00000203805","phospholipid phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:23531]"
"6525","WDR11","ENSMUSG00000042055","6525.1.1","WDR11","ENSG00000120008","WD repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:13831]"
"6526","FGFR2","ENSMUSG00000030849","6526.1.1","FGFR2","ENSG00000066468","fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]"
"6527","ATE1","ENSMUSG00000030850","6527.1.1","ATE1","ENSG00000107669","arginyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:782]"
"6528","NSMCE4A","ENSMUSG00000040331","6528.1.1","NSMCE4A","ENSG00000107672","NSE4 homolog A, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:25935]"
"6529","TACC2","ENSMUSG00000030852","6529.1.1","TACC2","ENSG00000138162","transforming acidic coiled-coil containing protein 2 [Source:HGNC Symbol;Acc:HGNC:11523]"
"6530","PLEKHA1","ENSMUSG00000040268","6530.1.1","PLEKHA1","ENSG00000107679","pleckstrin homology domain containing A1 [Source:HGNC Symbol;Acc:HGNC:14335]"
"6531","HTRA1","ENSMUSG00000006205","6531.1.1","HTRA1","ENSG00000166033","HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476]"
"6532","2310057M21RIK","ENSMUSG00000040177","6532.1.1","C10orf88","ENSG00000119965","chromosome 10 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:25822]"
"6533","PSTK","ENSMUSG00000063179","6533.1.1","PSTK","ENSG00000179988","phosphoseryl-tRNA kinase [Source:HGNC Symbol;Acc:HGNC:28578]"
"6534","IKZF5","ENSMUSG00000040167","6534.1.1","IKZF5","ENSG00000095574","IKAROS family zinc finger 5 [Source:HGNC Symbol;Acc:HGNC:14283]"
"6535","ACADSB","ENSMUSG00000030861","6535.1.1","ACADSB","ENSG00000196177","acyl-CoA dehydrogenase short/branched chain [Source:HGNC Symbol;Acc:HGNC:91]"
"6536","BUB3","ENSMUSG00000066979","6536.1.1","BUB3","ENSG00000154473","BUB3 mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]"
"6537","GPR26","ENSMUSG00000040125","6537.1.1","GPR26","ENSG00000154478","G protein-coupled receptor 26 [Source:HGNC Symbol;Acc:HGNC:4481]"
"6538","CHST15","ENSMUSG00000030930","6538.1.1","CHST15","ENSG00000182022","carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137]"
"6539","OAT","ENSMUSG00000030934","6539.1.1","OAT","ENSG00000065154","ornithine aminotransferase [Source:HGNC Symbol;Acc:HGNC:8091]"
"6540","LHPP","ENSMUSG00000030946","6540.1.1","LHPP","ENSG00000107902","phospholysine phosphohistidine inorganic pyrophosphate phosphatase [Source:HGNC Symbol;Acc:HGNC:30042]"
"6541","FAM53B","ENSMUSG00000030956","6541.1.1","FAM53B","ENSG00000189319","family with sequence similarity 53 member B [Source:HGNC Symbol;Acc:HGNC:28968]"
"6542","EEF1AKMT2","ENSMUSG00000030960","6542.1.1","EEF1AKMT2","ENSG00000203791","EEF1A lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33787]"
"6543","ABRAXAS2","ENSMUSG00000030965","6543.1.1","ABRAXAS2","ENSG00000165660","abraxas 2, BRISC complex subunit [Source:HGNC Symbol;Acc:HGNC:28975]"
"6544","GM45502","ENSMUSG00000109842","6544.1.1","N/A","N/A","N/A"
"6545","ZRANB1","ENSMUSG00000030967","6545.1.1","ZRANB1","ENSG00000019995","zinc finger RANBP2-type containing 1 [Source:HGNC Symbol;Acc:HGNC:18224]"
"6546","CTBP2","ENSMUSG00000030970","6546.1.1","CTBP2","ENSG00000175029","C-terminal binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2495]"
"6547","EDRF1","ENSMUSG00000039990","6547.1.1","EDRF1","ENSG00000107938","erythroid differentiation regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:24640]"
"6548","UROS","ENSMUSG00000030979","6548.1.1","UROS","ENSG00000188690","uroporphyrinogen III synthase [Source:HGNC Symbol;Acc:HGNC:12592]"
"6549","BCCIP","ENSMUSG00000030983","6549.1.1","BCCIP","ENSG00000107949","BRCA2 and CDKN1A interacting protein [Source:HGNC Symbol;Acc:HGNC:978]"
"6550","DHX32","ENSMUSG00000030986","6550.1.1","DHX32","ENSG00000089876","DEAH-box helicase 32 (putative) [Source:HGNC Symbol;Acc:HGNC:16717]"
"6551","GM45670","ENSMUSG00000109635","6551.1.1","N/A","N/A","N/A"
"6552","FANK1","ENSMUSG00000053111","6552.1.1","FANK1","ENSG00000203780","fibronectin type III and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:23527]"
"6553","ADAM12","ENSMUSG00000054555","6553.1.1","ADAM12","ENSG00000148848","ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190]"
"6554","D7ERTD443E","ENSMUSG00000030994","6554.1.1","C10orf90","ENSG00000154493","chromosome 10 open reading frame 90 [Source:HGNC Symbol;Acc:HGNC:26563]"
"6555","GM4593","N/A","6555.1.1","N/A","N/A","N/A"
"6556","DOCK1","ENSMUSG00000058325","6556.1.1","DOCK1","ENSG00000150760","dedicator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:2987]"
"6557","FAM196A","N/A","6557.1.1","N/A","N/A","N/A"
"6558","NPS","ENSMUSG00000073804","6558.1.1","NPS","ENSG00000214285","neuropeptide S [Source:HGNC Symbol;Acc:HGNC:33940]"
"6559","PTPRE","ENSMUSG00000041836","6559.1.1","PTPRE","ENSG00000132334","protein tyrosine phosphatase receptor type E [Source:HGNC Symbol;Acc:HGNC:9669]"
"6560","5830432E09RIK","ENSMUSG00000097471","6560.1.1","N/A","N/A","N/A"
"6561","C030029H02RIK","ENSMUSG00000110027","6561.1.1","N/A","N/A","N/A"
"6562","C230079O03RIK","ENSMUSG00000109633","6562.1.1","N/A","N/A","N/A"
"6563","MGMT","ENSMUSG00000054612","6563.1.1","MGMT","ENSG00000170430","O-6-methylguanine-DNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:7059]"
"6564","EBF3","ENSMUSG00000010476","6564.1.1","EBF3","ENSG00000108001","EBF transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:19087]"
"6565","GM10578","ENSMUSG00000109722","6565.1.1","N/A","N/A","N/A"
"6566","9430038I01RIK","ENSMUSG00000040139","6566.1.1","C10orf143","ENSG00000237489","chromosome 10 open reading frame 143 [Source:HGNC Symbol;Acc:HGNC:48677]"
"6567","GLRX3","ENSMUSG00000031068","6567.1.1","GLRX3","ENSG00000108010","glutaredoxin 3 [Source:HGNC Symbol;Acc:HGNC:15987]"
"6568","TCERG1L","ENSMUSG00000091002","6568.1.1","TCERG1L","ENSG00000176769","transcription elongation regulator 1 like [Source:HGNC Symbol;Acc:HGNC:23533]"
"6569","MAPK1IP1","ENSMUSG00000041775","6569.1.1","MAPK1IP1L","ENSG00000168175","mitogen-activated protein kinase 1 interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:19840]"
"6570","PPP2R2D","ENSMUSG00000041769","6570.1.1","PPP2R2D","ENSG00000175470","protein phosphatase 2 regulatory subunit Bdelta [Source:HGNC Symbol;Acc:HGNC:23732]"
"6571","BNIP3","ENSMUSG00000078566","6571.1.1","BNIP3","ENSG00000176171","BCL2 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1084]"
"6572","JAKMIP3","ENSMUSG00000056856","6572.1.1","JAKMIP3","ENSG00000188385","Janus kinase and microtubule interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23523]"
"6573","DPYSL4","ENSMUSG00000025478","6573.1.1","DPYSL4","ENSG00000151640","dihydropyrimidinase like 4 [Source:HGNC Symbol;Acc:HGNC:3016]"
"6574","STK32C","ENSMUSG00000015981","6574.1.1","STK32C","ENSG00000165752","serine/threonine kinase 32C [Source:HGNC Symbol;Acc:HGNC:21332]"
"6575","LRRC27","ENSMUSG00000015980","6575.1.1","LRRC27","ENSG00000148814","leucine rich repeat containing 27 [Source:HGNC Symbol;Acc:HGNC:29346]"
"6576","PWWP2B","ENSMUSG00000060260","6576.1.1","PWWP2B","ENSG00000171813","PWWP domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25150]"
"6577","INPP5A","ENSMUSG00000025477","6577.1.1","INPP5A","ENSG00000068383","inositol polyphosphate-5-phosphatase A [Source:HGNC Symbol;Acc:HGNC:6076]"
"6578","NKX6-2","ENSMUSG00000041309","6578.1.1","NKX6-2","ENSG00000148826","NK6 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:19321]"
"6579","CFAP46","ENSMUSG00000049571","6579.1.1","CFAP46","ENSG00000171811","cilia and flagella associated protein 46 [Source:HGNC Symbol;Acc:HGNC:25247]"
"6580","ADGRA1","ENSMUSG00000025475","6580.1.1","ADGRA1","ENSG00000197177","adhesion G protein-coupled receptor A1 [Source:HGNC Symbol;Acc:HGNC:13838]"
"6581","KNDC1","ENSMUSG00000066129","6581.1.1","KNDC1","ENSG00000171798","kinase non-catalytic C-lobe domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29374]"
"6582","TUBGCP2","ENSMUSG00000025474","6582.1.1","TUBGCP2","ENSG00000130640","tubulin gamma complex associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18599]"
"6583","ZFP511","ENSMUSG00000025470","6583.1.1","ZNF511","ENSG00000198546","zinc finger protein 511 [Source:HGNC Symbol;Acc:HGNC:28445]"
"6584","CALY","ENSMUSG00000025468","6584.1.1","CALY","ENSG00000130643","calcyon neuron specific vesicular protein [Source:HGNC Symbol;Acc:HGNC:17938]"
"6585","FUOM","ENSMUSG00000025466","6585.1.1","FUOM","ENSG00000148803","fucose mutarotase [Source:HGNC Symbol;Acc:HGNC:24733]"
"6586","ECHS1","ENSMUSG00000025465","6586.1.1","ECHS1","ENSG00000127884","enoyl-CoA hydratase, short chain 1 [Source:HGNC Symbol;Acc:HGNC:3151]"
"6587","PAOX","ENSMUSG00000025464","6587.1.1","PAOX","ENSG00000148832","polyamine oxidase [Source:HGNC Symbol;Acc:HGNC:20837]"
"6588","MTG1","ENSMUSG00000039018","6588.1.1","MTG1","ENSG00000148824","mitochondrial ribosome associated GTPase 1 [Source:HGNC Symbol;Acc:HGNC:32159]"
"6589","SPRN","ENSMUSG00000045733","6589.1.1","SPRN","ENSG00000203772","shadow of prion protein [Source:HGNC Symbol;Acc:HGNC:16871]"
"6590","ZFP941","ENSMUSG00000060314","6590.1.1","ZNF195","ENSG00000005801","zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]"
"6590","ZFP941","ENSMUSG00000060314","6590.1.2","ZNF429","ENSG00000197013","zinc finger protein 429 [Source:HGNC Symbol;Acc:HGNC:20817]"
"6591","BET1L","ENSMUSG00000025484","6591.1.1","N/A","N/A","N/A"
"6592","RIC8A","ENSMUSG00000025485","6592.1.1","RIC8A","ENSG00000177963","RIC8 guanine nucleotide exchange factor A [Source:HGNC Symbol;Acc:HGNC:29550]"
"6593","SIRT3","ENSMUSG00000025486","6593.1.1","SIRT3","ENSG00000142082","sirtuin 3 [Source:HGNC Symbol;Acc:HGNC:14931]"
"6594","PSMD13","ENSMUSG00000025487","6594.1.1","PSMD13","ENSG00000185627","proteasome 26S subunit, non-ATPase 13 [Source:HGNC Symbol;Acc:HGNC:9558]"
"6595","B4GALNT4","ENSMUSG00000055629","6595.1.1","B4GALNT4","ENSG00000182272","beta-1,4-N-acetyl-galactosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:26315]"
"6596","PTDSS2","ENSMUSG00000025495","6596.1.1","PTDSS2","ENSG00000174915","phosphatidylserine synthase 2 [Source:HGNC Symbol;Acc:HGNC:15463]"
"6597","RNH1","ENSMUSG00000038650","6597.1.1","RNH1","ENSG00000023191","ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]"
"6598","HRAS","ENSMUSG00000025499","6598.1.1","HRAS","ENSG00000174775","HRas proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:5173]"
"6599","PHRF1","ENSMUSG00000038611","6599.1.1","PHRF1","ENSG00000070047","PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:24351]"
"6600","DEAF1","ENSMUSG00000058886","6600.1.1","DEAF1","ENSG00000177030","DEAF1 transcription factor [Source:HGNC Symbol;Acc:HGNC:14677]"
"6601","TMEM80","ENSMUSG00000025505","6601.1.1","TMEM80","ENSG00000177042","transmembrane protein 80 [Source:HGNC Symbol;Acc:HGNC:27453]"
"6602","EPS8L2","ENSMUSG00000025504","6602.1.1","EPS8L2","ENSG00000177106","EPS8 like 2 [Source:HGNC Symbol;Acc:HGNC:21296]"
"6603","TALDO1","ENSMUSG00000025503","6603.1.1","TALDO1","ENSG00000177156","transaldolase 1 [Source:HGNC Symbol;Acc:HGNC:11559]"
"6604","GATD1","ENSMUSG00000051007","6604.1.1","GATD1","ENSG00000177225","glutamine amidotransferase class 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26616]"
"6605","CEND1","ENSMUSG00000060240","6605.1.1","CEND1","ENSG00000184524","cell cycle exit and neuronal differentiation 1 [Source:HGNC Symbol;Acc:HGNC:24153]"
"6606","SLC25A22","ENSMUSG00000019082","6606.1.1","SLC25A22","ENSG00000177542","solute carrier family 25 member 22 [Source:HGNC Symbol;Acc:HGNC:19954]"
