Gene Symbol	Gene for PCA, Harmony, Clustering	Rank (n=85 sections)	Deviance (n=85 sections)	Ensembl Gene ID
AL592078.2	No	17595	1597.43	ENSG00000286391
AC005899.5	No	17596	1597.34	ENSG00000266385
AC004918.4	No	17597	1596.65	ENSG00000270157
LINC01470	No	17598	1595.63	ENSG00000249484
AP001363.2	No	17599	1595.47	ENSG00000257058
SNRK-AS1	No	17600	1594.73	ENSG00000234617
AC016596.1	No	17601	1593.68	ENSG00000227908
ESCO2	No	17602	1593.07	ENSG00000171320
AC124242.3	No	17603	1592.85	ENSG00000286542
SIGLEC9	No	17604	1592.72	ENSG00000129450
NCMAP	No	17605	1592.07	ENSG00000184454
AL359397.2	No	17606	1591.98	ENSG00000259071
HIST1H2AE	No	17607	1591.85	ENSG00000277075
AL354822.1	No	17608	1590.84	ENSG00000278384
AP001330.4	No	17609	1588.7	ENSG00000271882
AL158825.2	No	17610	1588.41	ENSG00000229587
AL022337.1	No	17611	1588.16	ENSG00000229770
AC092111.2	No	17612	1587.32	ENSG00000276417
AC011374.1	No	17613	1586.97	ENSG00000260581
SHCBP1	No	17614	1586.9	ENSG00000171241
LINC01320	No	17615	1585.8	ENSG00000228262
AC023355.1	No	17616	1585.76	ENSG00000259488
AC026150.3	No	17617	1585.3	ENSG00000270016
PCDHGA8	No	17618	1585.26	ENSG00000253767
SNX20	No	17619	1585	ENSG00000167208
AL158196.1	No	17620	1584.97	ENSG00000276968
TSLP	No	17621	1584.93	ENSG00000145777
AL590787.1	No	17622	1584.91	ENSG00000260509
AC099518.6	No	17623	1584.71	ENSG00000278389
AL161729.2	No	17624	1584.51	ENSG00000271314
AF235103.3	No	17625	1584.35	ENSG00000286681
CD3D	No	17626	1583.28	ENSG00000167286
AC009159.3	No	17627	1583.01	ENSG00000278058
AC105411.1	No	17628	1581.15	ENSG00000259867
AC131212.1	No	17629	1581.13	ENSG00000277186
ZSCAN23	No	17630	1580.21	ENSG00000187987
AC034228.1	No	17631	1579.83	ENSG00000223548
AL136531.1	No	17632	1578.38	ENSG00000229728
AC009902.2	No	17633	1578.33	ENSG00000254027
AC109322.2	No	17634	1578.1	ENSG00000288096
AC079145.1	No	17635	1577.87	ENSG00000227210
GAS1RR	No	17636	1577.11	ENSG00000226237
SLC37A2	No	17637	1577.05	ENSG00000134955
OBSCN-AS1	No	17638	1576.99	ENSG00000162913
OR2L2	No	17639	1576.46	ENSG00000203663
AC005343.4	No	17640	1576.41	ENSG00000287698
AP001172.1	No	17641	1575.88	ENSG00000270071
AC004816.2	No	17642	1575.34	ENSG00000275630
AL442663.3	No	17643	1575.28	ENSG00000258813
AC104506.1	No	17644	1574.68	ENSG00000273204
AC103810.2	No	17645	1573.88	ENSG00000265218
AP003032.1	No	17646	1572.94	ENSG00000254675
ISM2	No	17647	1572.31	ENSG00000100593
HIST2H2BF	No	17648	1570.94	ENSG00000203814
AL162274.2	No	17649	1570.6	ENSG00000277959
AC112503.2	No	17650	1570.33	ENSG00000273454
MESTIT1	No	17651	1569.89	ENSG00000272701
AC027682.4	No	17652	1569.83	ENSG00000261386
AL121890.5	No	17653	1569.03	ENSG00000278816
ZNF236-DT	No	17654	1567.75	ENSG00000264278
FER1L5	No	17655	1567.54	ENSG00000249715
AL135999.1	No	17656	1566.85	ENSG00000258727
NODAL	No	17657	1565.61	ENSG00000156574
FBP2	No	17658	1564.86	ENSG00000130957
AC013731.1	No	17659	1562.95	ENSG00000270557
AC068057.1	No	17660	1562.94	ENSG00000228528
LRG1	No	17661	1562.84	ENSG00000171236
AL358852.1	No	17662	1561.87	ENSG00000278899
AC107027.1	No	17663	1561.78	ENSG00000248468
LINC00706	No	17664	1561.42	ENSG00000281186
CFAP99	No	17665	1559.7	ENSG00000206113
LINC02019	No	17666	1559.39	ENSG00000273356
AC084125.4	No	17667	1559.31	ENSG00000265393
CLCNKB	No	17668	1558.99	ENSG00000184908
AL031055.1	No	17669	1558.53	ENSG00000271784
AL118522.1	No	17670	1557.4	ENSG00000276223
PRTN3	No	17671	1557.38	ENSG00000196415
METTL7B	No	17672	1557.34	ENSG00000170439
CISTR	No	17673	1557.28	ENSG00000260492
NCAPH	No	17674	1556.68	ENSG00000121152
AC024909.1	No	17675	1556.65	ENSG00000274021
RAB6D	No	17676	1555.22	ENSG00000233087
AL391117.1	No	17677	1554.97	ENSG00000284418
AL031673.1	No	17678	1554.96	ENSG00000278383
DLEU2L	No	17679	1554.64	ENSG00000116652
AC138207.4	No	17680	1553.18	ENSG00000264456
UPP2	No	17681	1552.81	ENSG00000007001
GABRA6	No	17682	1551.76	ENSG00000145863
SLC9C2	No	17683	1551.64	ENSG00000162753
AC005072.1	No	17684	1551.37	ENSG00000272219
AC010175.1	No	17685	1550.66	ENSG00000256427
PHEX-AS1	No	17686	1550.49	ENSG00000224204
AC009120.5	No	17687	1550.2	ENSG00000275236
AL136419.3	No	17688	1549.81	ENSG00000286931
U91319.1	No	17689	1549.06	ENSG00000262801
FAM181A-AS1	No	17690	1548.16	ENSG00000258584
AL603839.3	No	17691	1547.75	ENSG00000238287
AP001977.1	No	17692	1547.68	ENSG00000286044
LINC02301	No	17693	1547.58	ENSG00000258743
AC130352.1	No	17694	1547.2	ENSG00000270154
AUNIP	No	17695	1547.11	ENSG00000127423
PYHIN1	No	17696	1546.84	ENSG00000163564
LINC01554	No	17697	1546.67	ENSG00000236882
RASEF	No	17698	1546.58	ENSG00000165105
AC137494.1	No	17699	1546.58	ENSG00000287256
SKA3	No	17700	1546.3	ENSG00000165480
AC004690.2	No	17701	1545.42	ENSG00000241345
AL138724.1	No	17702	1544.63	ENSG00000272269
LINC00870	No	17703	1543.64	ENSG00000243083
TBC1D10C	No	17704	1543.47	ENSG00000175463
CENPU	No	17705	1543.08	ENSG00000151725
NPFFR2	No	17706	1542.43	ENSG00000056291
AC091078.1	No	17707	1542.03	ENSG00000257060
AC120114.2	No	17708	1541.93	ENSG00000278713
UPK2	No	17709	1541.24	ENSG00000110375
SP5	No	17710	1541.14	ENSG00000204335
AL109946.1	No	17711	1541.08	ENSG00000236064
ABCA13	No	17712	1537.63	ENSG00000179869
ATP6V0A4	No	17713	1537.49	ENSG00000105929
LINC01123	No	17714	1537.09	ENSG00000204588
PWRN4	No	17715	1536.91	ENSG00000260232
DCST1-AS1	No	17716	1536.72	ENSG00000232093
AC008264.2	No	17717	1536.56	ENSG00000273489
MIR222HG	No	17718	1535.48	ENSG00000270069
RPL34-AS1	No	17719	1534.67	ENSG00000234492
AC025569.1	No	17720	1534.23	ENSG00000258168
AC079336.5	No	17721	1534.04	ENSG00000266718
AC109782.1	No	17722	1533.56	ENSG00000286447
AC005089.1	No	17723	1533.39	ENSG00000274080
AL133245.1	No	17724	1533.34	ENSG00000272754
STARD4-AS1	No	17725	1532.92	ENSG00000246859
AC012178.1	No	17726	1530.57	ENSG00000260071
CD2BP2-DT	No	17727	1530.38	ENSG00000260219
TMEM88B	No	17728	1529.1	ENSG00000205116
ANKUB1	No	17729	1529.06	ENSG00000206199
SSSCA1-AS1	No	17730	1528.33	ENSG00000260233
HSD17B13	No	17731	1528.18	ENSG00000170509
PGM5P4-AS1	No	17732	1527.79	ENSG00000231943
FFAR1	No	17733	1527.09	ENSG00000126266
AL034405.1	No	17734	1527.07	ENSG00000235189
ADAM29	No	17735	1527.03	ENSG00000168594
PABPC4L	No	17736	1525.19	ENSG00000254535
LINC00636	No	17737	1524.91	ENSG00000240423
HOMER3-AS1	No	17738	1524.85	ENSG00000269019
AC041005.1	No	17739	1523.92	ENSG00000287185
BX255923.2	No	17740	1523.67	ENSG00000276462
EVC	No	17741	1523.33	ENSG00000072840
AC007159.1	No	17742	1522.94	ENSG00000261146
AC005261.2	No	17743	1522.53	ENSG00000268678
PCDHGA12	No	17744	1520.68	ENSG00000253159
C18orf65	No	17745	1520.38	ENSG00000275763
GJA9	No	17746	1520.07	ENSG00000131233
AC246785.3	No	17747	1519.25	ENSG00000237343
RLN3	No	17748	1518.97	ENSG00000171136
LINC01772	No	17749	1518.69	ENSG00000226029
LINC02587	No	17750	1518.58	ENSG00000229108
VSTM1	No	17751	1518.18	ENSG00000189068
AC007448.5	No	17752	1517.96	ENSG00000285877
CCDC190	No	17753	1517.79	ENSG00000185860
AL133482.1	No	17754	1516.35	ENSG00000286289
LINC00539	No	17755	1515.78	ENSG00000224429
LMNTD2	No	17756	1515.64	ENSG00000185522
SH3RF3-AS1	No	17757	1514.94	ENSG00000259863
AP001318.2	No	17758	1514.81	ENSG00000255062
BARHL2	No	17759	1514.49	ENSG00000143032
C10orf95	No	17760	1514.12	ENSG00000120055
CHN2	No	17761	1512.9	ENSG00000106069
AL512791.2	No	17762	1512.62	ENSG00000275198
BMP5	No	17763	1512.34	ENSG00000112175
LINC01586	No	17764	1512.26	ENSG00000249487
FBXL19-AS1	No	17765	1512.06	ENSG00000260852
AL049543.1	No	17766	1511.63	ENSG00000246350
AC005220.1	No	17767	1511.59	ENSG00000236352
ZNF888	No	17768	1511.56	ENSG00000213793
AP002807.1	No	17769	1510.16	ENSG00000255031
AL589765.7	No	17770	1510.1	ENSG00000269621
ZNF295-AS1	No	17771	1508.12	ENSG00000237232
AP000944.7	No	17772	1506.7	ENSG00000287917
ANKK1	No	17773	1506.55	ENSG00000170209
AL445433.2	No	17774	1506.33	ENSG00000232825
AC018926.2	No	17775	1506.08	ENSG00000276533
AC087294.1	No	17776	1505.97	ENSG00000235530
FREM2	No	17777	1505.19	ENSG00000150893
HLA-DOB	No	17778	1504.92	ENSG00000241106
AL138689.2	No	17779	1504.09	ENSG00000284966
AC116456.1	No	17780	1504.03	ENSG00000254921
C8orf37-AS1	No	17781	1503.68	ENSG00000253773
ULBP2	No	17782	1503.59	ENSG00000131015
TSSK6	No	17783	1503.51	ENSG00000178093
C4B	No	17784	1502.95	ENSG00000224389
PLAC8	No	17785	1502.84	ENSG00000145287
LINC00298	No	17786	1502.41	ENSG00000235665
CDCP1	No	17787	1502.34	ENSG00000163814
AL161734.1	No	17788	1502.25	ENSG00000272880
NOTCH2NLA	No	17789	1501.55	ENSG00000264343
AC092828.1	No	17790	1501.01	ENSG00000253284
WAKMAR2	No	17791	1500.36	ENSG00000237499
STK31	No	17792	1500.09	ENSG00000196335
AC097505.1	No	17793	1500.01	ENSG00000272995
AC021205.3	No	17794	1499.71	ENSG00000273007
CEP83-DT	No	17795	1499.58	ENSG00000278916
AC079305.3	No	17796	1498.95	ENSG00000229337
AL031590.1	No	17797	1498.43	ENSG00000284633
LINC01954	No	17798	1497.81	ENSG00000271952
TMSB15B	No	17799	1497.61	ENSG00000158427
AC099754.1	No	17800	1497.56	ENSG00000225386
MAS1	No	17801	1497.24	ENSG00000130368
TFF3	No	17802	1495.41	ENSG00000160180
ESPN	No	17803	1495.26	ENSG00000187017
ALX4	No	17804	1494.5	ENSG00000052850
AL359881.1	No	17805	1494.4	ENSG00000269978
AL391650.1	No	17806	1493.68	ENSG00000236782
Z93241.1	No	17807	1492.45	ENSG00000270022
OSMR-AS1	No	17808	1492.25	ENSG00000249740
CUZD1	No	17809	1492.08	ENSG00000138161
MISP	No	17810	1491.09	ENSG00000099812
AC245060.6	No	17811	1490.78	ENSG00000279278
AC027117.2	No	17812	1490.32	ENSG00000253944
AL161665.1	No	17813	1489.71	ENSG00000285608
AC096586.2	No	17814	1489.65	ENSG00000273369
AL357054.4	No	17815	1488.91	ENSG00000272463
LINC02224	No	17816	1488.4	ENSG00000249203
VSIG2	No	17817	1487.79	ENSG00000019102
AP003108.1	No	17818	1486.89	ENSG00000255931
ADAT3	No	17819	1486.66	ENSG00000213638
AC104958.2	No	17820	1486.59	ENSG00000272502
C6orf163	No	17821	1486.52	ENSG00000203872
SLFN13	No	17822	1486.46	ENSG00000154760
GFI1B	No	17823	1485.57	ENSG00000165702
AL645933.2	No	17824	1485.12	ENSG00000272221
CHMP4C	No	17825	1484.25	ENSG00000164695
AP003117.1	No	17826	1484.04	ENSG00000270077
AC100797.5	No	17827	1483.35	ENSG00000282375
AC006262.1	No	17828	1482.96	ENSG00000268460
AC005736.1	No	17829	1482.88	ENSG00000262185
CILP2	No	17830	1482.06	ENSG00000160161
TJP3	No	17831	1482.02	ENSG00000105289
TEX45	No	17832	1481.74	ENSG00000198723
AC092745.5	No	17833	1481.62	ENSG00000286895
AL020996.1	No	17834	1481.12	ENSG00000228172
AC010680.1	No	17835	1480.87	ENSG00000267784
AL121658.1	No	17836	1480.83	ENSG00000272716
AL354696.2	No	17837	1480.72	ENSG00000278390
AC004865.2	No	17838	1480.55	ENSG00000239636
GZMH	No	17839	1480.45	ENSG00000100450
AC007620.3	No	17840	1479.68	ENSG00000272699
TDRD10	No	17841	1479.37	ENSG00000163239
AC006064.5	No	17842	1479.3	ENSG00000276232
EME1	No	17843	1478.01	ENSG00000154920
AC012508.2	No	17844	1477.71	ENSG00000260634
AL139099.1	No	17845	1477.46	ENSG00000258377
AZU1	No	17846	1477.05	ENSG00000172232
SCML4	No	17847	1476.99	ENSG00000146285
AC012676.1	No	17848	1476.92	ENSG00000262712
DLGAP1-AS5	No	17849	1476.44	ENSG00000261520
AC243965.2	No	17850	1475.84	ENSG00000275552
CACNA1G-AS1	No	17851	1474.24	ENSG00000250107
GHRHR	No	17852	1473.9	ENSG00000106128
AC013275.1	No	17853	1473.27	ENSG00000231013
LINC01119	No	17854	1473.22	ENSG00000239332
FABP4	No	17855	1473.13	ENSG00000170323
TEC	No	17856	1472.45	ENSG00000135605
AC079630.1	No	17857	1472.44	ENSG00000225342
AC006116.8	No	17858	1472.33	ENSG00000267549
AC007406.4	No	17859	1472.1	ENSG00000256577
TNFRSF10A	No	17860	1471.59	ENSG00000104689
AC025253.1	No	17861	1471.54	ENSG00000275286
PRR15	No	17862	1471.02	ENSG00000176532
SMAD5-AS1	No	17863	1469.98	ENSG00000164621
AP002762.3	No	17864	1469.83	ENSG00000286341
AC079015.1	No	17865	1468.56	ENSG00000253988
ANGPTL7	No	17866	1467.76	ENSG00000171819
GNMT	No	17867	1467.41	ENSG00000124713
AC009996.1	No	17868	1466.72	ENSG00000259659
AC046143.2	No	17869	1466.68	ENSG00000272707
AL445423.1	No	17870	1465.43	ENSG00000272823
AC073342.1	No	17871	1464.86	ENSG00000231840
OSM	No	17872	1463.95	ENSG00000099985
AL136040.1	No	17873	1463.68	ENSG00000273783
AC021851.1	No	17874	1463.43	ENSG00000272800
RAB17	No	17875	1463.08	ENSG00000124839
NPPA	No	17876	1463.03	ENSG00000175206
AL109840.2	No	17877	1463.03	ENSG00000285091
AC004852.2	No	17878	1462.93	ENSG00000278254
LINC02166	No	17879	1462.73	ENSG00000260259
KLHL7-DT	No	17880	1461.24	ENSG00000230658
LINC01300	No	17881	1460.9	ENSG00000253595
APOB	No	17882	1460.56	ENSG00000084674
HTR1F	No	17883	1460.55	ENSG00000179097
LINC00336	No	17884	1459.27	ENSG00000197251
ABCC11	No	17885	1458.21	ENSG00000121270
CELF2-DT	No	17886	1456.83	ENSG00000270111
CYP24A1	No	17887	1456.77	ENSG00000019186
AC016394.2	No	17888	1456.16	ENSG00000272599
AL451007.3	No	17889	1456.14	ENSG00000284188
AC004069.1	No	17890	1455.93	ENSG00000251259
LINC00649	No	17891	1454.9	ENSG00000237945
EDARADD	No	17892	1454.62	ENSG00000186197
AC016168.2	No	17893	1454.44	ENSG00000267568
CXCR2	No	17894	1453.97	ENSG00000180871
JSRP1	No	17895	1452.45	ENSG00000167476
AL359220.1	No	17896	1452.34	ENSG00000247287
LINC01266	No	17897	1452.16	ENSG00000224957
SLC7A9	No	17898	1451.3	ENSG00000021488
UFL1-AS1	No	17899	1451.2	ENSG00000233797
MICB	No	17900	1450.67	ENSG00000204516
PKMYT1	No	17901	1450.5	ENSG00000127564
LINC01678	No	17902	1450.39	ENSG00000225331
ADAMTS3	No	17903	1450.28	ENSG00000156140
TDRG1	No	17904	1449.83	ENSG00000204091
WDR86-AS1	No	17905	1449.75	ENSG00000243836
SDR42E1	No	17906	1448.78	ENSG00000184860
GPR151	No	17907	1447.96	ENSG00000173250
AL024498.1	No	17908	1447.61	ENSG00000272097
AC243964.3	No	17909	1446.96	ENSG00000266903
AC005759.1	No	17910	1445.96	ENSG00000268650
CLEC18A	No	17911	1445.72	ENSG00000157322
TIMM23B-AGAP6	No	17912	1444.95	ENSG00000178440
AC073389.2	No	17913	1444.35	ENSG00000271848
NXNL1	No	17914	1443.88	ENSG00000171773
FBN3	No	17915	1443.43	ENSG00000142449
AC011379.2	No	17916	1442.31	ENSG00000254363
LINC02838	No	17917	1441.77	ENSG00000285536
AC139530.3	No	17918	1441.63	ENSG00000275902
PKD1L1	No	17919	1441.04	ENSG00000158683
AL121888.1	No	17920	1440.89	ENSG00000286063
LINC01844	No	17921	1440.68	ENSG00000236714
CABP4	No	17922	1440.32	ENSG00000175544
AC207130.1	No	17923	1439.71	ENSG00000285722
CATSPER3	No	17924	1439.68	ENSG00000152705
AC010491.1	No	17925	1439.56	ENSG00000261360
PTH2	No	17926	1439.02	ENSG00000142538
RLN2	No	17927	1437.88	ENSG00000107014
AL731557.1	No	17928	1437.26	ENSG00000225936
TFAP2C	No	17929	1436.2	ENSG00000087510
DRAXIN	No	17930	1436	ENSG00000162490
AC066612.1	No	17931	1435.93	ENSG00000259235
C3orf67-AS1	No	17932	1435.81	ENSG00000242428
AC011407.1	No	17933	1435.13	ENSG00000287814
ADGRG5	No	17934	1434.73	ENSG00000159618
AC068792.1	No	17935	1434.09	ENSG00000275769
LINC02055	No	17936	1433.89	ENSG00000254101
AL021368.1	No	17937	1433.4	ENSG00000271761
AC006033.2	No	17938	1433.24	ENSG00000272908
AC034102.8	No	17939	1433.16	ENSG00000273890
AL773573.1	No	17940	1432.99	ENSG00000286425
TM4SF19-AS1	No	17941	1432.85	ENSG00000235897
AL353151.2	No	17942	1432.59	ENSG00000287759
AC062037.3	No	17943	1432.45	ENSG00000286011
AC024361.2	No	17944	1432.43	ENSG00000263063
AC019294.2	No	17945	1432.42	ENSG00000260288
AC020594.1	No	17946	1432.04	ENSG00000237133
AC239804.1	No	17947	1432.01	ENSG00000254539
AC100801.1	No	17948	1431.89	ENSG00000253154
GZMB	No	17949	1430.46	ENSG00000100453
DDN-AS1	No	17950	1429.94	ENSG00000257913
KCNE1	No	17951	1429.51	ENSG00000180509
LURAP1L-AS1	No	17952	1428.21	ENSG00000235448
OVCH1-AS1	No	17953	1428.19	ENSG00000257599
TCTEX1D4	No	17954	1428.06	ENSG00000188396
AC103706.1	No	17955	1428.05	ENSG00000261220
AC005523.2	No	17956	1424.94	ENSG00000269604
NOXO1	No	17957	1424.49	ENSG00000196408
KIF25-AS1	No	17958	1423.45	ENSG00000229921
ESRRB	No	17959	1423.24	ENSG00000119715
H2BFM	No	17960	1422.33	ENSG00000101812
MATN1	No	17961	1421.94	ENSG00000162510
C10orf53	No	17962	1420.64	ENSG00000178645
AC062021.1	No	17963	1420.56	ENSG00000226939
AC104260.1	No	17964	1420.2	ENSG00000273923
TYRP1	No	17965	1419.57	ENSG00000107165
AL357497.1	No	17966	1419.35	ENSG00000235051
AL355312.3	No	17967	1418.94	ENSG00000268592
AC004908.3	No	17968	1418.44	ENSG00000273402
AL450345.1	No	17969	1418.15	ENSG00000227455
AC017050.1	No	17970	1416.89	ENSG00000286415
AC092849.3	No	17971	1416.46	ENSG00000286938
OXER1	No	17972	1415.63	ENSG00000162881
ARLNC1	No	17973	1415.08	ENSG00000260896
ZNF534	No	17974	1414.59	ENSG00000198633
P2RY6	No	17975	1412.63	ENSG00000171631
LINC02242	No	17976	1411.79	ENSG00000249736
CAPN13	No	17977	1411.27	ENSG00000162949
VNN2	No	17978	1411.15	ENSG00000112303
AC005153.1	No	17979	1410.63	ENSG00000286658
LYPD3	No	17980	1410.48	ENSG00000124466
AC106820.2	No	17981	1410.45	ENSG00000259895
AL392089.1	No	17982	1410.32	ENSG00000226403
OLFM4	No	17983	1410.24	ENSG00000102837
IL21R-AS1	No	17984	1410.14	ENSG00000259954
LINC00943	No	17985	1408.89	ENSG00000189238
AC008870.2	No	17986	1408.76	ENSG00000260751
RDH16	No	17987	1408.74	ENSG00000139547
LINC01182	No	17988	1407.71	ENSG00000250634
AC139795.2	No	17989	1407.5	ENSG00000247679
CAPN9	No	17990	1407.08	ENSG00000135773
ABCB11	No	17991	1406.76	ENSG00000073734
GVQW2	No	17992	1406.7	ENSG00000279968
TRG-AS1	No	17993	1406.26	ENSG00000281103
TRPM8	No	17994	1406.16	ENSG00000144481
MIP	No	17995	1406.15	ENSG00000135517
AL162258.2	No	17996	1405.85	ENSG00000272030
KCNJ13	No	17997	1405.79	ENSG00000115474
SGCG	No	17998	1405.68	ENSG00000102683
FOXD3	No	17999	1405.01	ENSG00000187140
MFAP5	No	18000	1403.64	ENSG00000197614
AC135048.3	No	18001	1403.61	ENSG00000275263
AC079305.1	No	18002	1402.87	ENSG00000222043
AC010809.2	No	18003	1401.55	ENSG00000259408
C6orf223	No	18004	1400.7	ENSG00000181577
HBZ	No	18005	1399.28	ENSG00000130656
RFPL3S	No	18006	1399.21	ENSG00000205853
AL354760.1	No	18007	1398.6	ENSG00000273483
LINC02024	No	18008	1398.48	ENSG00000241213
C16orf54	No	18009	1398.42	ENSG00000185905
CDKL4	No	18010	1398.26	ENSG00000205111
VAX2	No	18011	1398.05	ENSG00000116035
TMC2	No	18012	1397.34	ENSG00000149488
SNAI3	No	18013	1396.95	ENSG00000185669
AL078459.1	No	18014	1396.94	ENSG00000223653
AC010729.1	No	18015	1396.72	ENSG00000236106
LINC01275	No	18016	1395.75	ENSG00000237595
AC016405.3	No	18017	1395.62	ENSG00000272384
LINC00471	No	18018	1393.93	ENSG00000181798
BRIP1	No	18019	1393.91	ENSG00000136492
PCDHA9	No	18020	1393.86	ENSG00000204961
AC013403.2	No	18021	1393.23	ENSG00000272148
LINC00242	No	18022	1393.15	ENSG00000229214
AC093849.4	No	18023	1392.3	ENSG00000288025
SH2D2A	No	18024	1391.36	ENSG00000027869
ANGPTL5	No	18025	1391.26	ENSG00000187151
AC090164.5	No	18026	1390.84	ENSG00000286733
AC006237.1	No	18027	1390.44	ENSG00000271392
TBC1D3L	No	18028	1390.2	ENSG00000274512
SCTR	No	18029	1389.63	ENSG00000080293
AL591222.1	No	18030	1388.87	ENSG00000261402
AC010336.8	No	18031	1388.51	ENSG00000286138
AC073270.2	No	18032	1387.3	ENSG00000287985
AL390783.1	No	18033	1386.98	ENSG00000235020
AC000068.1	No	18034	1386.67	ENSG00000185065
CCDC144NL-AS1	No	18035	1386.07	ENSG00000233098
AC006116.11	No	18036	1385.98	ENSG00000285996
SLC22A14	No	18037	1385.84	ENSG00000144671
AC091544.4	No	18038	1385.73	ENSG00000260337
AC145423.2	No	18039	1385.65	ENSG00000274427
SPACA6P-AS	No	18040	1385.53	ENSG00000269959
LINC02172	No	18041	1384.69	ENSG00000251632
SULT1C2	No	18042	1384.47	ENSG00000198203
NDST1-AS1	No	18043	1383.27	ENSG00000254333
LINC01952	No	18044	1383.07	ENSG00000234183
LINC00607	No	18045	1382.85	ENSG00000235770
AC009093.1	No	18046	1381.87	ENSG00000259807
SOWAHD	No	18047	1381.64	ENSG00000187808
AC131235.3	No	18048	1381.45	ENSG00000273181
CA7	No	18049	1381.35	ENSG00000168748
AC093424.1	No	18050	1380.42	ENSG00000270457
PRND	No	18051	1380.11	ENSG00000171864
NANOG	No	18052	1379.9	ENSG00000111704
AC020917.3	No	18053	1379.82	ENSG00000277825
HES2	No	18054	1379.41	ENSG00000069812
AC093788.1	No	18055	1378.19	ENSG00000273449
LINC01127	No	18056	1378.14	ENSG00000281162
AP000692.2	No	18057	1377.82	ENSG00000273199
WFIKKN2	No	18058	1377.3	ENSG00000173714
AC016773.1	No	18059	1377.21	ENSG00000270195
AC010623.1	No	18060	1376.66	ENSG00000286721
AC022966.2	No	18061	1376.02	ENSG00000287539
AP002851.1	No	18062	1375.78	ENSG00000283959
AL359532.1	No	18063	1375.42	ENSG00000272914
FRG1-DT	No	18064	1374.9	ENSG00000245685
RAG1	No	18065	1374.62	ENSG00000166349
TSHR	No	18066	1374.29	ENSG00000165409
RAD51AP2	No	18067	1373.81	ENSG00000214842
AC008629.1	No	18068	1373.81	ENSG00000249494
AL031775.2	No	18069	1373.4	ENSG00000272402
LINC00620	No	18070	1372.23	ENSG00000224514
AC004687.1	No	18071	1371.84	ENSG00000265206
MAFA	No	18072	1371.56	ENSG00000182759
AC020661.1	No	18073	1371.4	ENSG00000251161
SIK1	No	18074	1371.39	ENSG00000142178
LINC01224	No	18075	1371.01	ENSG00000269416
LINC02418	No	18076	1370.1	ENSG00000214039
CDH15	No	18077	1369.99	ENSG00000129910
AC097359.3	No	18078	1369.45	ENSG00000271653
AC106707.1	No	18079	1369.14	ENSG00000243150
AC090970.2	No	18080	1368.19	ENSG00000274528
AC104472.4	No	18081	1368.09	ENSG00000286585
GRAP2	No	18082	1368.08	ENSG00000100351
CIDEA	No	18083	1367.9	ENSG00000176194
LRIT3	No	18084	1367.1	ENSG00000183423
CDC42BPG	No	18085	1366.7	ENSG00000171219
AP000866.6	No	18086	1366.62	ENSG00000279342
TBR1	No	18087	1366.39	ENSG00000136535
AL596257.1	No	18088	1366.01	ENSG00000284705
LINC01871	No	18089	1365.49	ENSG00000235576
ZDHHC19	No	18090	1365.14	ENSG00000163958
PPDPFL	No	18091	1364.75	ENSG00000168333
AC127496.5	No	18092	1364.68	ENSG00000262873
AC007611.1	No	18093	1364.53	ENSG00000260086
FAM9A	No	18094	1364.27	ENSG00000183304
AC244090.3	No	18095	1363.61	ENSG00000261773
AP005136.4	No	18096	1363.54	ENSG00000286975
AC009093.5	No	18097	1363.31	ENSG00000273582
S100A14	No	18098	1363.06	ENSG00000189334
AC009654.1	No	18099	1362.22	ENSG00000259223
TSIX	No	18100	1362.22	ENSG00000270641
AC125494.2	No	18101	1361.03	ENSG00000269892
AL096865.1	No	18102	1359.89	ENSG00000271857
PKN2-AS1	No	18103	1359.88	ENSG00000237505
AC139493.2	No	18104	1359.79	ENSG00000283235
AC012073.1	No	18105	1359.13	ENSG00000271936
SCEL	No	18106	1358.68	ENSG00000136155
AC093484.3	No	18107	1358.52	ENSG00000265401
AL445222.1	No	18108	1358.11	ENSG00000271833
AC127070.1	No	18109	1357.39	ENSG00000236617
GALNT5	No	18110	1357.29	ENSG00000136542
AP001033.1	No	18111	1357.2	ENSG00000264964
CD200R1	No	18112	1357.1	ENSG00000163606
AC016575.1	No	18113	1356.91	ENSG00000272057
AL133477.2	No	18114	1356.36	ENSG00000286835
TMEM217	No	18115	1355.98	ENSG00000172738
NPAP1	No	18116	1355.34	ENSG00000185823
LINC01305	No	18117	1355.19	ENSG00000231453
GRTP1-AS1	No	18118	1354.18	ENSG00000225083
AL139339.2	No	18119	1354.09	ENSG00000273485
AC022137.4	No	18120	1354.02	ENSG00000287608
AL138966.2	No	18121	1352.47	ENSG00000277368
AL157904.1	No	18122	1352.42	ENSG00000272715
CACNA1S	No	18123	1352.23	ENSG00000081248
AL645937.2	No	18124	1351.91	ENSG00000227206
AC012360.2	No	18125	1351.53	ENSG00000272861
LGALS4	No	18126	1349.77	ENSG00000171747
AC008115.4	No	18127	1349.14	ENSG00000275963
