gene_id	gene_name	V13M06-331_A1s2	V13M06-331_A1s1	V13M06-331_B1s1	V13M06-331_B1s2	V13M06-331_C1s2	V13M06-331_C1s1	V13M06-331_D1s1	V13M06-331_D1s2	V13M06-333_A1s2	V13M06-333_A1s1	V13M06-333_B1s1	V13M06-333_B1s2	V13M06-333_C1s2	V13M06-333_C1s1	V13M06-333_D1s1	V13M06-333_D1s2	V13M06-332_A1s2	V13M06-332_A1s1	V13M06-332_B1s1	V13M06-332_B1s2	V13M06-332_C1s1	V13M06-332_C1s2	V13M06-332_D1s2	V13M06-332_D1s1	V13M06-404_A1s1	V13M06-404_A1s2	V13M06-404_B1s2	V13M06-404_B1s1	V13M06-404_C1s1	V13M06-404_C1s2	V13M06-404_D1s1	V13M06-404_D1s2	V13M06-403_A1s1	V13M06-403_A1s2	V13M06-403_B1s2	V13M06-403_B1s1	V13M06-403_C1s1	V13M06-403_C1s2	V13M06-403_D1s1	V13M06-403_D1s2	V13M06-402_A1s1	V13M06-402_A1s2	V13M06-402_B1s1	V13M06-402_B1s2	V13M06-402_C1s2	V13M06-402_C1s1	V13M06-402_D1s1	V13M06-402_D1s2	V13M06-401_A1s1	V13M06-401_A1s2	V13M06-401_B1s1	V13M06-401_B1s2	V13M06-401_C1s1	V13M06-401_C1s2	V13M06-401_D1s1	V13M06-401_D1s2	V13M06-386_A1s2	V13M06-386_A1s1	V13M06-386_B1s2	V13M06-386_B1s1	V13M06-386_C1s1	V13M06-386_C1s2	V13M06-386_D1s2	V13M06-386_D1s1	V13B23-366_A1s1	V13B23-284_A1s2	V13B23-284_A1s1	V13B23-284_B1s2	V13B23-284_B1s1	V13B23-284_C1s2	V13B23-284_C1s1	V13B23-284_D1s1	V13B23-284_D1s2	V13F27-339_A1s1	V13F27-339_A1s2	V13F27-339_B1s1	V13F27-339_B1s2	V13F27-339_C1s2	V13F27-339_C1s1	V13F27-339_D1s2	V13F27-339_D1s1	V13B23-286_A1s1	V13B23-286_A1s2	V13B23-286_B1s2	V13B23-286_B1s1	meanrank	samples_signif	Gene for PCA, Harmony, Clustering
ENSG00000145284	SCD5	206	465	262	141		676			378	769	780	391	721	992	1262	633	351	127	578	877		178	826	632	124	234	604	396	357	247	377	745							659		104	359	1127		420	492		129				627	105	197	1018		316	554	182		406	153	607			239	583	502	567			244		314	246	1173	399	1318	820	342	308	868	1181	599		516.180327868853	61	Yes
ENSG00000145293	ENOPH1		591				2197	1463				955	1233		2147					1971						1886																1181	1100	1562		655	418						1445													713		953									425			717							1200.66666666667	18	No
ENSG00000145335	SNCA	225		505		264	341	161	567		2013	776	656	1480	1056	171	165	1072		333	254			610	190	866	475	334	313											647		1058	789	581	596							137	175				742	323	367			683	316			465		835	500	388		379			914	374	511	1004	257	317			183	180			543.574468085106	47	Yes
ENSG00000145337	PYURF										2159		2230		1938											1838			1240																																																										1881	5	No
ENSG00000145349	CAMK2D										2580	1047		962	2499					2260					1205	1919																1824														625																							855								1577.6	10	No
ENSG00000145354	CISD2					802								2088	2145					992	1636								2098																																								662																		1489	7	No
ENSG00000145362	ANK2	289	539	70	237	325	271	133	456	445	306	360	176	432	372	248	160	508	113	114	267	99	79	287	504	344	260	377	332	280	264	543	794				132			109	240	350	198	266	490		772	264	359	209	729	365	138	717	313	121	253	167	233	70		152	181	405		108	303	411	178	407	243	408	238	136	126	169	331	80	942	307	95	428	136	122	339	209	297.831168831169	77	Yes
ENSG00000145390	USP53																															845																																																							845	1	No
ENSG00000145425	RPS3A	211		630	538				357	602	898	438	349	627	89	269	282	254	299	168	178	208		113	103	148	62	134	121	447		68	76		322	66	153	86		621		232	265	96	260	254	415	253	190		820		223	100	194		662		204	251	93	108	44	206	198	510	271	224	372	490			222		541	109	386	353	661	270	169		724	550	276	339	300.764705882353	68	Yes
ENSG00000145428	RNF175														2495																																																																								2495	1	No
ENSG00000145494	NDUFS6	873	508				1491				2645			1634	2156	876	1357	1234		1427	1620				666	1319		1130	944			1227											1427	864	823									674								632						890							1249				992						799		1178.28	25	No
ENSG00000145495	MARCH6	885		530		679	887	1415		438	1101		1731	2503	1384	712				1008	559			984		674	1192	1186	498						276					568		759	749	1544							818			566		1125	758					1013	811			693		1354		316					343	327	945	486	1104	703	426		680	472	213	596	837.46511627907	43	Yes
ENSG00000145526	CDH18												1011	2109		1374				955	876																																1547																											712			1364				1243.5	8	No
ENSG00000145545	SRD5A1						1711										551				778																																																											1427							1116.75	4	No
ENSG00000145555	MYO10							960			2402	1333												1315	1348																	1270																																											1072		1385.71428571429	7	No
ENSG00000145592	RPL37	655	155		216	318	1821	427	167	111	328	126	50	286	64	345	699	79	351	113	35			69	145	101	113	189	28	351	223	77	72	75		89	71	34		197	67	282	245	122	226	34	93	27	21	300	307	155	197	174	46	248	643	633	131	143	85	54	114	113	255	660	172	29	116	36	280	183	65		715	52	108	103	186	299	69	79	338	413	87	60	214.493670886076	79	Yes
ENSG00000145675	PIK3R1																								953							1274	932																																																						1053	3	No
ENSG00000145687	SSBP2							1051			1007			1980		1451				1674	1708				1346	2177	1074	1049														1567														1032																															1426.33333333333	12	No
ENSG00000145708	CRHBP					553	1307																																																																																930	2	No
ENSG00000145715	RASA1										1482			1294	1658																																						1487																																		1480.25	4	No
ENSG00000145721	LIX1										1709																																																																												1709	1	No
ENSG00000145725	PPIP5K2										1901				2432	1399				1522																																																																			1813.5	4	No
ENSG00000145730	PAM	801		519		427	239	125	376	701	464	217	174	356	514	195	621	419		218	301			81	126	517	252	338	303		453	976	669							299	95	681	397	91	407	631	484	378		460	255	226	210	784	333	104	89	211	534			93	85	721		135	161	397	519	210	247	255	168	179	429	185	618	463	110	411			179	139	1059	286	359.701492537313	67	Yes
ENSG00000145734	BDP1												1764					719														557	921																				836																																		959.4	5	No
ENSG00000145741	BTF3						1132	1067			2575	1368	2082	1365	1660		659	1299		1200	1251			690		1382	1211	716	871			440	459									929	762	1406									1117					686				819	609					304											1526	719					836		1073.79310344828	29	No
ENSG00000145743	FBXL17											916					1771										1935	1564														1678																																									1434				1549.66666666667	6	No
ENSG00000145782	ATG12																				1254																																1730																																		1492	2	No
ENSG00000145817	YIPF5					1214	1301																	917																													1702																																		1283.5	4	No
ENSG00000145819	ARHGAP26									1515				2358	1849																																																																								1907.33333333333	3	No
ENSG00000145824	CXCL14											1394	1245	1308	2860																											1269																																													1615.2	5	No
ENSG00000145833	DDX46																															1433																																																							1433	1	No
ENSG00000145860	RNF145													2102				1114																																	912																																				1376	3	No
ENSG00000145864	GABRB2						2014		543	1533	846			567	443	1019	758	160							709																	749	623			530	869				509					205																							1331	1153							808.944444444444	18	No
ENSG00000145907	G3BP1						2092	1094																					1835																								1551																															1247			1563.8	5	No
ENSG00000145912	NHP2						1124					1443	1334		2004	1613	1547	1361		1946	1422					1579	1216	1610	653													1288																					790														822			1732			1783	1113			1388.42105263158	19	No
ENSG00000145920	CPLX2		187	407	531	257	429	292	332	263	292	467	627	378	116		774	154	316	823		73	76		572	2011	1388	1629	1267	350	80	1324			168							439	851		499	381	352			190	245	783	558	718		150	471					688	994			578					133	112			966		711	1134		547			347	973	1027	331	561.528301886792	53	Yes
ENSG00000145934	TENM2					160	177				1766	1585	666	1319	1834										591		1274															410									757																																749				940.666666666667	12	No
ENSG00000145990	GFOD1														2427																																									713																								1419			1502				1515.25	4	No
ENSG00000146005	PSD2						1205		572	1368	499	1717	1037	1213	1239			331						958	1192	701	1499	1304	713													1375										641																							1115					1323			981				1049.15	20	No
ENSG00000146007	ZMAT2										2076		1563				1518							1059		2087	1157		1505			1156										1659		1317																																		1254					595	1494	815		1375.35714285714	14	No
ENSG00000146066	HIGD2A													1939	1725									1347		1297	1360	1282				796	620																																																						1295.75	8	No
ENSG00000146072	TNFRSF21									1577	1366	706	547		947					1130	1367					2144																			827	170	206									540												674									748	517		1707							948.3125	16	No
ENSG00000146085	MMUT					1228											1523			2124																																																																			1625	3	No
ENSG00000146122	DAAM2			581				1208	884	1077		865	1445	1391	2730					2270						1027	1141	1220	1253			1154											1023								708		1536	601		673												1507	714						438							413			826		1111.875	24	No
ENSG00000146223	RPL7L1																	1055										1207				1266																																													1231										1189.75	4	No
ENSG00000146247	PHIP						1614					1725			1755		1724																																																																				931		1549.8	5	No
ENSG00000146267	FAXC						1450																																																																																1450	1	No
ENSG00000146278	PNRC1								889		2648			2343	1124									1299		1026		1069	1638			220	760																		948																																1382	1482			1294.46153846154	13	No
ENSG00000146352	CLVS2					855	1171						799	1403			1631																																				894																											1151							1129.14285714286	7	No
