Domain	Domains Compared to	Gene Symbol	FDR	logFC	p	t statistic	Ensembl Gene ID
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SPOCK1	0.374	0.14	0.179	1.348	ENSG00000152377
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SPOCK2	0.376	-0.108	0.182	-1.337	ENSG00000107742
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SPOCK3	0.67	0.079	0.475	0.716	ENSG00000196104
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SPP1	0.727	-0.078	0.547	-0.603	ENSG00000118785
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SPRYD3	0.944	0.015	0.899	0.127	ENSG00000167778
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SPTAN1	0.876	0.024	0.759	0.308	ENSG00000197694
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SPTBN1	0	0.294	0	5.045	ENSG00000115306
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SPTLC2	0.958	0.013	0.926	0.094	ENSG00000100596
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SQLE	0.997	-0.002	0.991	-0.012	ENSG00000104549
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SQSTM1	0.949	0.009	0.907	0.117	ENSG00000161011
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SRCIN1	0.457	0.145	0.249	1.155	ENSG00000277363
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SREBF2	0.474	-0.109	0.269	-1.108	ENSG00000198911
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SRI	0.146	0.207	0.042	2.041	ENSG00000075142
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SRP14	0.986	0.002	0.972	0.035	ENSG00000140319
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SRP72	0.966	0.009	0.937	0.079	ENSG00000174780
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SRP9	0.923	0.015	0.848	0.192	ENSG00000143742
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SRPK2	0.166	0.217	0.052	1.955	ENSG00000135250
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SRRM1	0.117	0.26	0.031	2.171	ENSG00000133226
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SRRM2	0.138	0.25	0.039	2.073	ENSG00000167978
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SRSF11	0.179	0.18	0.057	1.91	ENSG00000116754
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SRSF2	0.264	0.139	0.103	1.637	ENSG00000161547
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SRSF3	0.563	0.105	0.364	0.91	ENSG00000112081
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SRSF5	0.34	0.164	0.152	1.436	ENSG00000100650
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SSB	0.271	0.199	0.106	1.621	ENSG00000138385
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SSBP3	0.93	-0.019	0.87	-0.164	ENSG00000157216
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SSR1	0.817	0.047	0.667	0.431	ENSG00000124783
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SSR3	0.275	0.154	0.11	1.604	ENSG00000114850
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SSR4	0.168	0.199	0.052	1.95	ENSG00000180879
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SSU72	0.427	0.118	0.225	1.216	ENSG00000160075
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	ST13	0.256	0.089	0.098	1.66	ENSG00000100380
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	ST18	0.401	0.229	0.203	1.276	ENSG00000147488
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	STARD7	0.294	0.153	0.12	1.559	ENSG00000084090
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	STK25	0.434	0.142	0.23	1.203	ENSG00000115694
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	STK39	0.328	0.176	0.144	1.467	ENSG00000198648
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	STMN1	0.415	-0.108	0.214	-1.245	ENSG00000117632
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	STMN2	0.769	-0.05	0.6	-0.525	ENSG00000104435
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	STMN3	0.107	-0.2	0.027	-2.227	ENSG00000197457
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	STMN4	0.567	-0.095	0.367	-0.904	ENSG00000015592
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	STOM	0.089	0.299	0.021	2.332	ENSG00000148175
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	STRAP	0.474	0.119	0.269	1.107	ENSG00000023734
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	STRN	0.143	0.273	0.041	2.053	ENSG00000115808
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	STUB1	0.419	0.122	0.218	1.236	ENSG00000103266
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	STX12	0.028	0.358	0.004	2.886	ENSG00000117758
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	STX1B	0.537	0.109	0.331	0.975	ENSG00000099365
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	STX7	0.917	-0.022	0.84	-0.202	ENSG00000079950
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	STXBP1	0.26	-0.159	0.101	-1.648	ENSG00000136854
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	STXBP3	0.553	0.12	0.349	0.938	ENSG00000116266
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SUB1	0.899	0.017	0.806	0.246	ENSG00000113387
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SUCLG1	0.68	0.085	0.486	0.698	ENSG00000163541
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SUGT1	0.157	0.206	0.048	1.99	ENSG00000165416
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SULT4A1	0.41	-0.156	0.21	-1.256	ENSG00000130540
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SUMO1	0.154	0.258	0.047	1.999	ENSG00000116030
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SUMO2	0.214	0.167	0.075	1.788	ENSG00000188612
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SUMO3	0.832	-0.037	0.696	-0.391	ENSG00000184900
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SUN2	0.105	0.225	0.026	2.237	ENSG00000100242
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SV2A	0.525	-0.102	0.322	-0.993	ENSG00000159164
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SVIP	0.93	-0.018	0.87	-0.164	ENSG00000198168
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SYN1	0.063	-0.298	0.013	-2.505	ENSG00000008056
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SYN2	0.503	-0.118	0.298	-1.043	ENSG00000157152
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SYNE1	0.502	0.101	0.297	1.045	ENSG00000131018
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SYNGR1	0.258	-0.205	0.1	-1.653	ENSG00000100321
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SYNGR2	0.393	0.189	0.196	1.297	ENSG00000108639
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SYNGR3	0.108	-0.238	0.027	-2.221	ENSG00000127561
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SYNJ1	0.998	0.001	0.994	0.007	ENSG00000159082
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SYNJ2	0.2	0.303	0.067	1.839	ENSG00000078269
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SYNM	0.217	0.179	0.076	1.78	ENSG00000182253
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SYP	0.051	-0.278	0.009	-2.63	ENSG00000102003
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SYPL1	0.881	-0.041	0.768	-0.295	ENSG00000008282
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SYT1	0.054	-0.214	0.01	-2.595	ENSG00000067715
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SYT11	0.021	-0.161	0.003	-3.008	ENSG00000132718
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SYT4	0.095	-0.247	0.023	-2.297	ENSG00000132872
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TAC1	0.809	-0.081	0.655	-0.448	ENSG00000006128
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TACC1	0.099	0.229	0.024	2.275	ENSG00000147526
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TAF10	0.594	0.078	0.396	0.851	ENSG00000166337
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TAF13	0.133	0.197	0.037	2.099	ENSG00000197780
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TAF7	0.168	0.252	0.052	1.951	ENSG00000178913
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TAFA5	0.738	0.053	0.561	0.582	ENSG00000219438
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TAGLN3	0.559	-0.084	0.359	-0.919	ENSG00000144834
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TALDO1	0.374	-0.151	0.18	-1.345	ENSG00000177156
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TAOK1	0.098	0.219	0.023	2.281	ENSG00000160551
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TAX1BP1	0.593	0.067	0.395	0.853	ENSG00000106052
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TBC1D12	0.552	0.15	0.348	0.94	ENSG00000108239
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TBC1D9B	0.706	0.077	0.522	0.641	ENSG00000197226
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TBCA	0.381	0.104	0.186	1.325	ENSG00000171530
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TBCB	0.315	-0.125	0.135	-1.499	ENSG00000105254
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TCAF1	0.116	0.247	0.03	2.178	ENSG00000198420
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TCEA1	0.196	0.215	0.065	1.854	ENSG00000187735
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TCEA2	0.149	0.215	0.044	2.024	ENSG00000171703
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TCEAL2	0.094	0.239	0.022	2.302	ENSG00000184905
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TCEAL3	0.075	0.201	0.016	2.432	ENSG00000196507
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TCEAL4	0.038	0.286	0.006	2.766	ENSG00000133142
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TCEAL7	0.821	0.045	0.676	0.418	ENSG00000182916
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TCF25	0.671	-0.063	0.475	-0.715	ENSG00000141002
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TCF4	0.048	0.306	0.009	2.647	ENSG00000196628
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TCP1	0.248	0.169	0.093	1.688	ENSG00000120438
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TECR	0.924	-0.013	0.85	-0.19	ENSG00000099797
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TERF2IP	0.164	-0.107	0.051	-1.963	ENSG00000166848
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TF	0.829	-0.054	0.687	-0.403	ENSG00000091513
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TGOLN2	0.159	0.216	0.049	1.981	ENSG00000152291
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	THOC2	0.014	0.413	0.002	3.162	ENSG00000125676
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	THRA	0.712	0.049	0.531	0.628	ENSG00000126351
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	THRAP3	0.114	0.264	0.03	2.19	ENSG00000054118
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	THY1	0.03	-0.254	0.005	-2.853	ENSG00000154096
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TIMM13	0.306	0.17	0.128	1.528	ENSG00000099800
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TIMP2	0.009	-0.238	0.001	-3.331	ENSG00000035862
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TIMP3	0.021	0.402	0.003	3.023	ENSG00000100234
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TJP1	0.296	0.181	0.122	1.553	ENSG00000104067
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TKT	0.46	-0.104	0.252	-1.149	ENSG00000163931
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TLE5	0.899	-0.013	0.807	-0.244	ENSG00000104964
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TM7SF2	0.773	0.051	0.612	0.508	ENSG00000149809
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TM9SF2	0.706	-0.076	0.522	-0.641	ENSG00000125304
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TM9SF3	0.867	-0.032	0.742	-0.329	ENSG00000077147
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMA7	0.004	0.224	0	3.649	ENSG00000232112
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMBIM1	0.891	0.039	0.793	0.262	ENSG00000135926
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMBIM6	0.725	-0.029	0.544	-0.608	ENSG00000139644
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMCC2	0.924	0.023	0.851	0.188	ENSG00000133069
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMCO1	0.814	0.046	0.659	0.442	ENSG00000143183
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMED10	0.573	0.092	0.376	0.887	ENSG00000170348
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMED2	0.73	-0.058	0.551	-0.597	ENSG00000086598
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMED7	0.969	-0.008	0.943	-0.071	ENSG00000134970
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEFF1	0.938	-0.018	0.889	-0.14	ENSG00000241697
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM106B	0.985	0.004	0.971	0.037	ENSG00000106460
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM125	0.949	-0.019	0.907	-0.117	ENSG00000179178
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM130	0.608	-0.102	0.409	-0.827	ENSG00000166448
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM144	0.509	0.131	0.304	1.031	ENSG00000164124
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM14A	0.634	-0.083	0.437	-0.779	ENSG00000096092
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM151A	0.393	-0.162	0.196	-1.297	ENSG00000179292
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM160	0.225	0.207	0.081	1.755	ENSG00000130748
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM165	0.206	0.258	0.071	1.816	ENSG00000134851
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM167A	0.856	0.044	0.721	0.357	ENSG00000174695
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM184B	0.96	0.013	0.931	0.087	ENSG00000198792
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM189	0.935	-0.02	0.88	-0.152	ENSG00000240849
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM205	0.464	-0.105	0.259	-1.131	ENSG00000105518
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM219	0.058	0.233	0.011	2.556	ENSG00000149932
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM230	0.403	-0.123	0.205	-1.27	ENSG00000089063
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM245	0.821	-0.045	0.676	-0.418	ENSG00000106771
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM246	0.938	0.018	0.89	0.139	ENSG00000165152
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM258	0.229	0.187	0.083	1.741	ENSG00000134825
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM259	0.953	0.012	0.914	0.108	ENSG00000182087
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM30A	0.836	0.036	0.701	0.384	ENSG00000112697
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM33	0.863	0.038	0.737	0.336	ENSG00000109133
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM47	0.581	0.112	0.384	0.872	ENSG00000147027
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM50A	0.89	0.029	0.791	0.266	ENSG00000183726
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM59	0.599	-0.085	0.4	-0.842	ENSG00000116209
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM59L	0.149	-0.159	0.044	-2.026	ENSG00000105696
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM63A	0.925	0.027	0.853	0.186	ENSG00000196187
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM87A	0.877	-0.035	0.761	-0.305	ENSG00000103978
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMEM9	0.829	0.044	0.688	0.402	ENSG00000116857
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMOD2	0.492	0.109	0.287	1.067	ENSG00000128872
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMSB10	0.003	0.242	0	3.756	ENSG00000034510
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMSB4X	0	0.401	0	7.349	ENSG00000205542
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMX2	0.474	0.141	0.268	1.109	ENSG00000213593
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TMX4	0.862	0.036	0.735	0.339	ENSG00000125827
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TNFRSF21	0.029	-0.392	0.004	-2.875	ENSG00000146072
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TNPO2	0.52	-0.1	0.317	-1.003	ENSG00000105576
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TNR	0.024	0.353	0.003	2.962	ENSG00000116147
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TNRC6A	0.855	0.038	0.719	0.36	ENSG00000090905
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TNRC6B	0.055	0.322	0.01	2.587	ENSG00000100354
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TNRC6C	0.34	0.195	0.153	1.435	ENSG00000078687
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TNS1	0.621	0.107	0.422	0.805	ENSG00000079308
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TOLLIP	0.899	0.028	0.808	0.243	ENSG00000078902
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TOM1L2	0.467	0.13	0.263	1.123	ENSG00000175662
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TOMM20	0.981	0.003	0.962	0.047	ENSG00000173726
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TOMM6	0.888	0.028	0.788	0.269	ENSG00000214736
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TOMM7	0	0.313	0	5.682	ENSG00000196683
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TOP2B	0.111	0.23	0.029	2.204	ENSG00000077097
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TP53INP2	0.001	0.421	0	3.979	ENSG00000078804
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TPD52	0.584	0.109	0.387	0.866	ENSG00000076554
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TPGS2	0.937	-0.016	0.884	-0.147	ENSG00000134779
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TPI1	0.578	-0.048	0.381	-0.877	ENSG00000111669
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TPM3	0.107	0.151	0.027	2.224	ENSG00000143549
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TPM4	0.769	0.059	0.604	0.52	ENSG00000167460
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TPP1	0.876	-0.033	0.757	-0.309	ENSG00000166340
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TPPP	0.694	0.062	0.507	0.665	ENSG00000171368
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TPPP3	0.938	0.015	0.887	0.143	ENSG00000159713
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TPRG1L	0.501	0.131	0.296	1.047	ENSG00000158109
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TPT1	0	0.352	0	8.147	ENSG00000133112
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TRAK2	0.007	0.352	0.001	3.432	ENSG00000115993
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TRAPPC1	0.864	-0.035	0.739	-0.333	ENSG00000170043
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TRAPPC2L	0.401	0.16	0.202	1.279	ENSG00000167515
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TRAPPC5	0.817	0.045	0.668	0.43	ENSG00000181029
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TRIL	0.178	0.275	0.057	1.912	ENSG00000255690
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TRIM2	0.919	0.012	0.843	0.198	ENSG00000109654
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TRIM37	0.998	-0.001	0.996	-0.005	ENSG00000108395
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TRIM44	0.313	0.132	0.133	1.509	ENSG00000166326
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TRIR	0.053	0.164	0.01	2.611	ENSG00000123144
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TRMT112	0.682	0.069	0.491	0.69	ENSG00000173113
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TSC22D1	0.083	0.178	0.018	2.374	ENSG00000102804
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TSC22D3	0.293	0.182	0.119	1.563	ENSG00000157514
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TSC22D4	0.706	0.038	0.521	0.642	ENSG00000166925
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TSN	0.702	0.071	0.515	0.652	ENSG00000211460
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TSPAN3	0.475	0.064	0.271	1.104	ENSG00000140391
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TSPAN7	0.759	-0.046	0.588	-0.543	ENSG00000156298
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TSPYL1	0.214	-0.159	0.075	-1.787	ENSG00000189241
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TSPYL2	0.302	0.172	0.126	1.537	ENSG00000184205
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TSPYL4	0.726	-0.065	0.546	-0.605	ENSG00000187189
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TSR2	0.014	0.412	0.002	3.159	ENSG00000158526
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TTC1	0.262	0.206	0.102	1.643	ENSG00000113312
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TTC3	0.157	0.172	0.048	1.99	ENSG00000182670
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TTLL7	0.042	0.273	0.007	2.717	ENSG00000137941
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TTYH1	0.786	-0.031	0.624	-0.49	ENSG00000167614
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TTYH2	0.509	0.13	0.304	1.031	ENSG00000141540
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TUBA1A	0.485	-0.082	0.28	-1.082	ENSG00000167552
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TUBA1B	0.09	-0.105	0.021	-2.323	ENSG00000123416
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TUBA4A	0.051	-0.279	0.009	-2.623	ENSG00000127824
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TUBB	0.24	-0.151	0.089	-1.709	ENSG00000196230
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TUBB2A	0.028	-0.264	0.004	-2.894	ENSG00000137267
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TUBB2B	0.011	-0.205	0.001	-3.248	ENSG00000137285
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TUBB3	0.438	-0.124	0.234	-1.192	ENSG00000258947
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TUBB4A	0.417	-0.099	0.217	-1.238	ENSG00000104833
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TUBB4B	0.2	-0.136	0.067	-1.841	ENSG00000188229
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TUFM	0.519	0.093	0.315	1.007	ENSG00000178952
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TULP4	0.012	0.363	0.001	3.222	ENSG00000130338
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TXN	0.987	-0.003	0.974	-0.033	ENSG00000136810
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TXNIP	0.077	0.294	0.017	2.415	ENSG00000265972
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TXNL1	0.557	0.112	0.355	0.927	ENSG00000091164
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TXNL4A	0.765	0.056	0.595	0.532	ENSG00000141759
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	TYRO3	0.401	0.191	0.203	1.276	ENSG00000092445
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	UBA1	0.671	0.081	0.477	0.713	ENSG00000130985
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	UBA52	0	0.205	0	4.68	ENSG00000221983
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	UBB	0.057	-0.103	0.011	-2.561	ENSG00000170315
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	UBC	0.46	-0.044	0.254	-1.144	ENSG00000150991
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	UBE2B	0.856	0.04	0.724	0.354	ENSG00000119048
